Guid,Title,Code,Author,CreatedOn,CreatedBy,UpdatedOn,UpdatedBy
8253f412-fb9a-4bd1-b534-2bd6fd239402,The Donkey,430,null,,,,
828c8fb0-2da9-4391-a674-aa5f33fcfaab,Goldener,314,null,,,,
82961c9c-621d-484b-a662-70f7eac7d370,Swan Lake,null,Pyotr Ilyich Tchaikovsky,,,,
82d4075a-e535-4601-b1f6-ac9532c4d6c3,Bear-Skin,361,null,,,,
8371b17a-3394-4af4-8a64-9fc831b9f2a3,The Spiderwick Chronicles,null,Tony DiTerlizzi and Holly Black,,,,
83b21b2a-a9b3-47b1-8727-2722f185fcf1,Juicy and Delicious,null,Lucy Alibar,,,,
8508e3ca-3b00-4711-bdf0-c7b0978a38c2,Bröderna Lejonhjärta,null,Astrid Lindgren,,,,
86283ae0-c730-4de4-94b5-c70140ad1e40,Slovenské pohádky a pověsti (Slovak Fairy Tales and Legends),null,Božena Nemcová,,,,
869bcd14-a85a-4c4c-908c-1f245032e6e3,Son of the Witch (Cupid and Psyche),425B,null,,,,
8941dbfd-1986-45ba-b2a3-0b2f59913079,The Reluctant Dragon,null,Kenneth Grahame,,,,
89665778-840e-4a31-b418-7528b860b880,Where the Wild Things Are,null,Maurice Sendak,,,,
8a6b49c5-b377-4f5d-b0e8-9a7b626efb3c,The Kind and the Unkind Girls,480,null,,,,
8aef1a39-db51-422c-a7eb-a98eb397dddd,null,null,George MacDonald,,,,
8b4fb246-83a3-4768-8e01-4e82d9834957,Maiden-Killer (Bluebeard),312,null,,,,
8b54abd3-797c-471c-ad4a-1bde5ea69734,All Stick Together,571,null,,,,
8bc215bc-cf61-4abe-8ea7-cad04832a04a,The Artificial Child,703*,null,,,,
8cb02875-e64a-499c-824c-173e7fa3e427,The Singing Bone,780,null,,,,
8d3cb200-a0dd-4cc5-871b-6d1369e36637,null,null,Fred Pellerin,,,,
8d62ed42-8920-427e-bdcd-b5ad58e3dcb6,Münchhausen,null,null,,,,
8d96bedd-fd59-488c-beac-8342f2260284,Petya i volk (Peter and the Wolf),null,Sergei Prokofiev,,,,
8e1b01ba-6b90-4731-99a2-ddfbfd622059,Journey to the West,null,null,,,,
8e5df789-53ba-4204-83cd-72cf251692d5,The Princess Who Cannot Solve the Riddle,851,null,,,,
8e7b59b7-63d6-484d-9517-c1a74563a05f,The Frog King Or Iron Henry,440,null,,,,
8f761c36-a5f9-4b99-82d9-293a677b0f94,Tom's Midnight Garden,null,Philippa Pearce,,,,
8fe12dcc-2137-4fdd-891e-b0df22326725,The Flax,null,Hans Christian Andersen,,,,
90b2ee75-0d87-4919-ad4c-da58160ade37,My Kingdom for a Woman,null,Ismet Regeila,,,,
9162a90d-febc-4366-ab7b-2cb0380dfcfd,Relativity of Time,681,null,,,,
91b0e87e-8326-4e40-ac58-ab88095b6eaa,Iznogoud,null,René Goscinny and Jean Tabary,,,,
920e18c7-1518-4d87-87a9-d66e90a0b4d8,null,null,"Nikolai Rimsky-Korsakov, Aleksandr Ostrovsky",,,,
92e8b438-8846-449c-ac25-b0b56f348abc,The Wolf and the Seven Young Goats,123,null,,,,
936a4c40-60df-4313-86ff-8bf038acee61,Babes in the Woods,null,null,,,,
94e6f637-8ff8-4eec-a3ef-c060b1385355,The Devouring Animal That Was Cut Open,2028,null,,,,
951dbb46-a317-402d-95c1-f847dc99f172,The Prince's Wings,575,null,,,,
9521f525-804a-4cc8-840f-4cde9e67b354,The Girl as Flower,407,null,,,,
9564533e-7dbe-45e9-aebd-dd8a57607c8d,Donkey Without a Heart,52,null,,,,
971c57ee-08af-48f1-96a7-76ea1957e1f9,Reynard the Fox,null,null,,,,
97bef589-ddf7-498b-b3eb-4b92c9c7a664,The Man on a Quest for His Lost Wife,400,null,,,,
9877117b-b1de-4faa-b085-695bd1796f78,Daddy-Long-Legs,null,Jean Webster,,,,
9954faaf-4c0f-440c-aa27-ee3fad30ab94,The Dead Bridegroom Carries off His Bride,365,null,,,,
9a6635ff-a522-447b-8ef1-dc57c04eae60,The Danced-out Shoes,306,null,,,,
9aa32d10-732b-48ee-ad6f-7d5549b922cb,Barekendan,null,Hovhannes Tumanyan,,,,
9bba4d56-a8c5-4b13-abbc-0f939fcbdeaf,La huitième femme de Barbe-Bleue,null,Alfred Savoir,,,,
9c1ba125-b73d-4d03-a5fb-8f43214c2248,The Dung Beetle,null,Hans Christian Andersen,,,,
9c98d357-c6b5-4219-b8d0-e6ae689fbe45,Reisen til julestjernen,null,Sverre Brandt,,,,
9d077c42-0a15-40a5-a1d3-4a19e73651b8,A Kiss for Cinderella,null,J. M. Barrie,,,,
9d7d3ef9-f4f5-4c1f-b8cf-48e7995279cd,The Black Cauldron,null,Lloyd Alexander,,,,
9dfd0e32-8ee5-4688-8c42-450ee1a894a5,Aleksandr Ostrovskiy,null,null,,,,
9e895c86-a87e-4ec3-b477-96c3d73d9bfd,The Sheik,null,Edith Maude Hull,,,,
9fe81f16-3a72-4b65-9941-0fb6c2db42fa,Little Ida's Flowers,null,Hans Christian Andersen,,,,
a0487615-5b29-4691-8168-9152c89b8cee,The Tale of Despereaux,null,Kate DiCamillo,,,,
a06e6f24-6ef8-4868-9185-b5b9ebaf6772,Love from a Stranger,null,Frank Vosper,,,,
a0cea28b-e713-4bfe-af3d-0e1393178424,The Prophecy,930,null,,,,
a0dd5677-23b8-4040-9318-ce7536cc4186,The Last Pearl,null,Hans Christian Andersen,,,,
a17a7155-6798-483c-a161-3bdedfa0e105,null,null,Helga Brehme,,,,
a1f73616-9d38-4651-bbb8-b4d3dabd633d,The Money Pig,null,Hans Christian Andersen,,,,
a2031be1-c32f-433e-9e60-158ce59942b5,The Cinderella Pact,null,Sarah Strohmeyer,,,,
a22c646e-578c-4855-aed1-3c46802dddda,The Moomins Series,null,Tove Jansson,,,,
a2dc76d3-e5d0-4cb3-8789-7c414b5dc164,null,null,V. Kataev,,,,
a31970f3-3fa6-4e29-805f-0045bb7db116,The Grateful Animals,554,null,,,,
a33560f8-1956-4201-a99e-bb18e89e73c0,Jacob Two Two Meets the Hooded Fang,null,Mordecai Richler,,,,
a339356a-1d47-450f-97c0-887f58c1ec49,null,null,Aleksei Tolstoy,,,,
a33faa37-ec2b-4f90-93de-8b96e3aadcc7,The Djinn in the Nightingale's Eye,null,A.S. Byatt,,,,
a45104e6-848f-4ce3-a247-b29e9da829f8,The Rabbit-Herd,570,null,,,,
a4a842ac-6d31-4212-b4c9-f414a9712895,Princess on the Pea,704,null,,,,
a52ab2d0-1f97-4b0a-a804-f6d8717eb337,The Girl as Goat,409A,null,,,,
a5eab8a6-7b1f-4654-938f-facc622c203e,The Naughty Boy,null,Hans Christian Andersen,,,,
a6437d42-a7e6-40d0-9695-a184c651126b,The Shift of Sex,514,null,,,,
a667a404-ca36-4efe-8a69-06eb02d380bc,The Three Old Spinning Women,501,null,,,,
a67576fe-32c2-46c2-b314-eb93e21fb481,Cinderella: a novel,null,S. R. Crockett,,,,
a6e8307e-1d93-475e-b7b3-867d3b8e8bc5,Monsieur Bluebeard,null,George Bronson Howard,,,,
a795a50b-ca97-48d3-894e-6a26715a344e,null,null,Clyde Fitch,,,,
a8df86c1-e7b6-4efd-a0db-0687cd15c517,The Twelve Dancing Princesses,null,Hans Christian Andersen,,,,
a925a75e-87d7-4842-8161-6b2c72b65ccb,Zlaté kapradí,null,Jan Drda,,,,
a9bfeef4-3286-42de-8d44-7e0c934a9ab3,Ella Cinders,null,William M. Conselman,,,,
a9e89fb3-34c1-4440-b76e-5507ba7f7d40,The Dangerous Night-Watch,304,null,,,,
a9f45f14-8a38-4946-936c-f41a85d83024,Wait for the Fat Goat,122E,null,,,,
aa3306e8-086b-47e0-8df6-81efcac93d77,The Little Match Girl,null,Hans Christian Andersen,,,,
aa64b812-c087-45ee-94a5-f7b695bd6b57,Appelsinpiken,null,Jostein Gaarder,,,,
aa653b24-bf71-4f0e-b1cf-5d87565d9ba5,The Wild Man,502,null,,,,
aaa53d76-f1c9-4458-9063-17c408265d13,The Selfish Giant,null,Oscar Wilde,,,,
ac9b45fc-2df1-4414-898e-66ea79743b63,Le Prix du Pardon,null,Mbissane Ngom,,,,
acdac7eb-bd18-45d9-8f99-50376e188e9f,Jorinde and Joringel,405,null,,,,
ad4ab4b7-086d-4126-9e1b-0cfc32a66880,null,null,Gottfried August Bürger,,,,
ad9ece3e-ab49-48e9-87a9-23c5a34c0219,Brothers Seek Sisters as Wives,303A,null,,,,
adf43c98-e96e-431b-b078-4f34a409f17d,The King's Tasks,577,null,,,,
ae0561c0-ef27-4f22-bca3-d0ecb6c680d8,The Puppet-Show Man,null,Hans Christian Andersen,,,,
af1bfb2a-e5bf-4669-bcda-06b8c0cc8114,Kako je Potjeh tražio istinu,null,Ivana Brlic–Mažuranic,,,,
b098e011-5e5f-42e3-a802-eccbeb16c78f,The Flight on the Grateful Eagle,537,null,,,,
b0c5d9e8-bd87-4de6-a019-9cd5b0d55d43,The Frog Prince,null,Nina Rootes,,,,
b13fcd96-ba1d-4423-b956-9477faf04067,The Vanished Husband,425D,null,,,,
b16cb5a3-0b36-4573-beac-99e9222925b4,Chu Chin Chow,null,Oscar Asche,,,,
b183dd85-ae51-4db3-89f2-e4e8a9bbba2b,The Extraordinary Companions,513,null,,,,
b1af9d74-2781-4547-8454-6f1f793fb60b,Through the Looking-Glass,null,Lewis Carroll,,,,
b1c210f4-1614-41e2-b41b-7cb46adb427e,"Tytus, Romek and A’Tomek",null,Henryk Jerzy Chmielewski,,,,
b1d49301-fe07-4171-b989-7768419e0373,The Dragon-Slayer,300,null,,,,
b1d712a5-a04e-4006-93d7-83a0d78f9fa7,The Spirit in the Bottle,331,null,,,,
b218a1b1-faf0-4586-8656-ab0b3a24b241,Brother Ax,null,Hovhannes Tumanyan,,,,
b21a810c-3b2e-4151-810f-7f2334f23fe0,The Taming of the Shrew,null,William Shakespeare,,,,
b2f6a3ae-50d1-48f1-b556-15e7696fa1a6,The Shepherdess and the Chimneysweep,null,Hans Christian Andersen,,,,
b3087320-1900-4c0b-9814-3c251af59fc6,The Contest of Wind and Sun,298,null,,,,
b36bd98c-fe3d-41b0-8761-71845262e124,The Painted Fox,null,Ivan Franko,,,,
b39612a5-4cfd-47ae-8dda-2c3ac9ad1a74,The Enchanted Husband Sings Lullaby,425E,null,,,,
b595ab89-f7cc-4a96-b19c-d87dc8689c89,The Forty Thieves (Ali Baba),954,null,,,,
b5f24c2f-60b1-4a00-98c8-c025702f1644,Original Fairy-Tale Film,null,null,,,,
b6b9dad6-61bc-4bce-937e-62d81da09728,Il cavaliere inesistente,null,Italo Calvino,,,,
b6c0de0b-a9eb-4e31-9be1-409c4926eb09,null,null,Willi Meinck,,,,
b8253abb-685f-4488-b720-ec8c6c9e1ce7,Das Marchen von dem Myrtenfräulein,null,Clemens Brentano,,,,
b8f7886c-1476-4a7e-ac54-12ab3fdd7fc9,The Princess and the Pea,null,Hans Christian Andersen,,,,
b9e2d565-51c3-43fa-b24c-0b4876a04ad5,The Crystal Orb,552A,null,,,,
ba309a1a-1b80-4267-a4a2-9584e16c3a97,Das Wirtshaus im Spessart (The Spessart Inn),null,Wilhelm Hauff,,,,
ba87d479-2ed3-4348-9066-dda3a6379996,Chunhyangjeon,null,null,,,,
bbeba0ea-2089-449e-9bcb-92cd668a17bf,Kalevala,null,null,,,,
bc62358e-434a-4b1e-b09d-72e879f7e685,Sleeping Beauty,410,null,,,,
be1262e1-cadd-4a5c-a36d-cbe7ceae75a6,null,null,Julius Zeyer,,,,
be3de188-d823-48a2-babc-c64b4dc13fb9,"The Man Persecuted Because of His Beautiful Wife ",465,null,,,,
c0659eab-b968-40bc-98e8-4ec754e083de,The Sandman,null,E. T. A. Hoffmann,,,,
c0bbb579-18ea-4a3d-9764-fa7a5c5390e7,null,null,Jirí Marek,,,,
c0d44e8b-293f-4877-ac80-c2693890ce0e,Peau d'Asne,510B,null,,,,
c0dd2649-ca84-4f10-89a9-6f6230a8ed2b,"The Butterfly Lovers, 梁山伯与祝英台",null,null,,,,
c0ebfcec-acbe-4caa-8a76-a5280664e028,The Children and the Ogre,327,null,,,,
c0f7e65e-4b45-427c-8fca-0480e4ed7f3c,The Half-Pear,900C,null,,,,
c14c9a72-de7a-496d-9d87-b62c525ef6ae,Dot and the Kangaroo,null,Ethel Pedley,,,,
c16b4a3e-8fee-465c-a2b9-0b70a682f57b,Der kleine Muck (The Story of Little Muck),null,Wilhelm Hauff,,,,
c1b7ef47-e3b9-416b-852d-1fde89ce17b3,null,null,Richard LaGravenese,,,,
c282d450-dff6-4d80-9143-a5e67f18b31e,Ingratitude is the World's Reward,155,null,,,,
c29da24a-aa6b-4c32-bef8-8fcb970c47b3,Alice's Adventures in Wonderland,null,Lewis Carroll,,,,
c2a4b0a5-51c9-47c9-805d-3f18aafcf880,Zlatovláska,null,Karel Jaromír Erben,,,,
c2dfe44c-4df5-4100-89db-ad419bdb1e43,Sol nad zlato,null,Božena Nemcová,,,,
c48402fd-d440-474c-9561-0427c9bd95f5,Zerbin le Farouche,null,Édouard René Lefebvre de Laboulaye,,,,
c4c6db6f-2910-4528-b095-b1e87be68020,Der Hasenhüter und die Königstochter,null,Ludwig Bechstein,,,,
c5085659-5fdd-4eff-b3d5-fa83ef8a9e56,The Gifts of the Demons,611,null,,,,
c589a768-91e6-42b9-9c4b-dd3a17fd30e2,The Legend of Sleepy Hollow,null,Washington Irving,,,,
c5e56b71-a317-43cb-9cd7-0076aad874dd,The Princess on the Glass Mountain,530,null,,,,
c65e9440-68ee-4527-8f37-51f0ae41dc62,The Traveling Companion,null,Hans Christian Andersen,,,,
c6791804-4f02-4fe1-a088-4d7b6a9a1189,Possession,null,A.S. Byatt,,,,
c69b9001-f8f0-4ff6-a271-a7c9e202bd91,Sister and Brother healing the King,613C,null,,,,
c6b766e9-7314-44c1-b56d-389486ecccf8,Goblin Market,null,Christina Rossetti,,,,
c6e6a686-dd33-42fd-a0d6-80a5ab29ebde,L'Oiseau Bleu,null,Maurice Maeterlinck,,,,
c74b15f9-8f08-4aa3-a876-267e16f232d8,The Singing Bones,null,Francesca Lia Block,,,,
c7808be2-8151-42c8-8d52-e9fd497b8795,The Pit and the Pendulum,null,Edgar Allan Poe,,,,
c7d600dc-8aae-4b43-9272-760fae6c72c8,Baba Yaga,null,null,,,,
c80f962f-6090-4fe5-b2b6-5147e6c843df,Pinocchio,null,Carlo Collodi,,,,
c93d087f-2920-4d6c-8295-9b1d115bd66f,Struwwelpeter,null,Heinrich Hoffman,,,,
ca1c49ec-0be5-4fe4-9ab5-2af61e5bf57b,"O princezně Jasněnce a ševci, který létal",null,Jan Drda,,,,
ca1c5c8b-b7c1-457d-b293-5a32c804b977,"Masha and the Bear (Ма́ша и Медве́дь, Masha I Medved)",null,null,,,,
ca34e3f4-be0a-4c64-aef5-82a38db06fc1,Zelta zirgs,null,Rainis (Janis Pliekšans),,,,
cad02f9e-f00c-4d49-a86f-07e9cd615e30,Three Blind Mice,null,null,,,,
cae2ece8-ddac-4816-a098-bfcad9072ce4,The Will-o'-the-Wisps Are in Town,null,Hans Christian Andersen,,,,
caec2c71-4afb-4f8e-926c-80659fb99f08,Colargol,null,Olga Pouchine,,,,
cb271ae9-b729-47f7-bc57-66c61fa9c5df,The Man Who Was Peter Pan,null,Allan Knee,,,,
cb30de5f-4c21-4303-aa66-d26bef40bc7e,O Saci (The Saci),null,Monteiro Lobato,,,,
cb88ebfb-78d7-4e54-a9ec-b21d656bb640,Totò il buono,null,Cesare Zavattini,,,,
cbbde852-d2ee-4662-9ee6-ab5251ca5d56,Fox Book (Ahvesagirk),null,Vardan Aygektsi,,,,
cc3fa228-9199-4e0c-a564-8bfe4d2068fa,Here Be Monsters!,null,Alan Snow,,,,
cce29796-6f71-4a60-bba2-58a4a1fd922a,Snow White,709,null,,,,
ce3d2448-993a-44e9-903a-1a34eea33b1a,A Tale of Cinderella,null,W. A. Frankonis,,,,
ceb6e283-e4a9-4d63-9f8c-128f78ca2a98,Lying Contest,852,null,,,,
cf8d2008-e6f2-4268-89cc-7a8b31d7f441,Bratac Jaglenac i sestrica Rutvica,null,Ivana Brlic–Mažuranic,,,,
d0a39384-1fa0-42a9-9fae-4bb2009b0001,Inkheart,null,Cornelia Funke,,,,
d0afac79-d069-449f-abb6-c18974f09fba,Hansel and Gretel,327A,null,,,,
d0d43bab-a051-4801-a316-1b03d17f2e45,The Nightingale and the Rose,null,Oscar Wilde,,,,
d0d6327a-2cbe-44b9-aca4-ab16e63c5ba5,The Bohemian Girl,null,Michael William Balfe,,,,
d11ecbe1-8b62-4c9d-8c7b-f15b847c0d90,The Birthday of the Infanta,null,Oscar Wilde,,,,
d14906ed-d7ec-4889-9b2d-dcab4ebc44e7,The Maiden in the Tower,310,null,,,,
d24a67ca-95da-4def-8197-065b4943ba6f,The Man Who Flew like a Bird and Swam like a Fish,665,null,,,,
d27ef9b3-97c1-49be-bc75-62750ca9a165,Nezha,null,null,,,,
d461b0c0-039f-49d9-8f1b-445ca2d71390,The Bridge to the Otherworld,471,null,,,,
d5441360-41a0-4d76-8339-3d2a1fe85a0f,The Young King,null,Oscar Wilde,,,,
d5670874-8030-4367-bddd-f202455e164b,The Magic Flight,313,null,,,,
d5a53f17-44e3-4663-a5a6-da70b3c24f1f,The Premature Burial,null,Edgar Allan Poe,,,,
d5b6aa5c-b75a-408d-b034-a7bb9fe0abeb,Starých pověstí českých (Old Czech Legends),null,Alois Jirásek,,,,
d5e96ab7-2959-4851-bb36-1229bc3a24cd,Prince Cinders,null,Babette Cole,,,,
d6c08563-ea3f-452b-9ac1-b30d2b161ecd,Faithful John,516,null,,,,
d7927293-93d4-4bd3-a8ab-6e7602c814b8,The Three Fat Men,null,Yury Olesha,,,,
d7e7bcd2-23e3-4a17-9214-d47c06d5f20b,The Book of Kells,null,Tomm Moore,,,,
d80ebb28-a356-409c-b90f-99e519142cc4,Household of the Witch,334,null,,,,
d81aaea4-bb23-468a-8507-1e56cfe36db2,Sternberk,null,Bozena Nemcová,,,,
d8e00470-9b65-4409-a7dd-b5ada5b45992,The Patsy,null,Barry Conners,,,,
d8f47edb-d2a2-40e0-83a4-eee84de82a6a,The Old Woman in the Forest,442,null,,,,
d92d1bbc-f77e-4ab0-8b93-c9e20970ca45,In the Frog's House,476,null,,,,
d978f0e6-aad9-4718-bb36-0b8c76c36de6,Princ Bajaja,null,Bozena Nemcová,,,,
d9aa268b-a037-4c18-b671-4292f17c16b2,The Wonder Child,708,null,,,,
d9b64425-3b62-4c16-9d4e-a20383eb269d,Die Schustersfrau als Zarin,null,Andrej Platanow,,,,
da2236c0-007f-4a71-b699-bb6b66dd7ed3,The Woman with the Eggs,null,Hans Christian Andersen,,,,
db07cdd1-4716-4873-a707-6f3d466516f2,Le Chat du Rabbin,null,Joann Sfar,,,,
db88cfc3-65c7-4e84-842f-6ddd1681c69c,Die Heinzelmännchen,null,August Kopisch,,,,
dbc8271c-54cf-479b-b4d3-d4592de54ec5,Blaubart,null,Max Frisch,,,,
dcc49dd9-0b1a-450a-bd62-cea82ac22dd0,The Flying Trunk,null,Hans Christian Andersen,,,,
dd3974fe-c361-41a8-aa3e-e80ab38cac6d,The Lord of the Rings,null,J. R. R. Tolkien,,,,
dd4f727d-eb8d-4f45-bdcc-ae75d0ebb252,La Balia,null,Luigi Pirandello,,,,
dd52d8cf-f35e-4d25-b276-eea0006ed9ea,Majo no takkyûbin (Kiki's Delivery Service),null,Eiko Kadono,,,,
dd6262b0-fc88-477d-b9f6-f33934c4fa5c,The Birds,null,Tarjei Vesaasa,,,,
decee226-8684-4491-8c02-f0746c6bb6ac,Thumbling,700,null,,,,
df6d6877-e93d-426b-96cc-5d6b36dc1345,Janghwa Hongryeonjeon (The Story of Janghwa and Hongryeon),null,null,,,,
df774e4d-42f5-4e02-aefb-584bdd2434cd,null,null,Jacob and Wilhelm Grimm (Brothers Grimm),,,,
e024e90b-41a9-4e3a-8c64-708c2166e01a,The Scarlet Flower,null,Sergey Aksakov,,,,
e0b3a4fc-78ec-4617-ad3e-4fb7a98ab6e5,Nurse Matilda,null,Christianna Brand,,,,
e0c74425-c754-41c2-8dda-8a524cdf0bd3,A Young Woman Disguised as a Man is Wooed by the Queen,514**,null,,,,
e0d57de9-43eb-49d4-8cec-367087420e8b,"The Two Girls, the Bear, and the Dwarf",426,null,,,,
e0fabbe0-5702-406c-8ef9-e06c235198b3,The Rose and the Ring,null,William Makepeace Thackeray,,,,
e11793f1-3fdf-4531-a8e7-ce079ae340e7,The Man Who Understands Animal Languages,670,null,,,,
e3676f60-15d6-4a1d-ad73-f6d4f960f9f8,The Three Languages,671,null,,,,
e40eeb7c-22e2-4141-886e-aa5be74621b2,The White Serpent's Flesh,673,null,,,,
e49160e2-deb0-4da2-8986-16cd21243c86,The Flea and the Professor,null,Hans Christian Andersen,,,,
e4a04c82-17dc-4102-a878-768acce951da,The Sweethearts,null,Hans Christian Andersen,,,,
e4d63e54-e6c0-4a81-9333-876f96d8be6c,null,null,Hans Christian Andersen,,,,
e537790d-92f1-498a-8aa8-99092f013857,"The Table, the Donkey, and the Stick",563,null,,,,
e5609994-4923-44a9-8985-9af4cecc3691,"One-Eye, Two-Eyes, Three-Eyes",511,null,,,,
e598af88-94df-4ba8-aee4-6b4b52b51545,The Clever Horse,531,null,,,,
e5a3994e-bbed-4a87-a5cf-2d8ea2db4050,null,null,F. Hopkinson Smith,,,,
e5db0d68-19e5-41fc-83b4-70650e5ff4ed,Peter Pan,null,James M. Barrie,,,,
e6f71bde-a6fe-4e6f-a573-8cd55ded6d9f,The Nix of the Mill-Pond,316,null,,,,
e7b4d4dc-a25b-4722-9c8d-e8c14584c0e2,Čudnovate zgode šegrta Hlapića,null,Ivana Brlic-Mažuranic,,,,
e7e211f1-95b2-480d-900e-a52636204a2b,The Maiden Who Seeks Her Brothers,451,null,,,,
e7fa9257-61a9-4bd6-a430-a5ee9b71f2a8,Saat Bhai Champa,null,null,,,,
e858abe0-3c42-49eb-bfdd-aba6013f5b17,The Tree That Grows up to the Sky,317,null,,,,
e8b75b79-6ce0-4809-b6ca-d4c2881df346,The Ramayana,null,Valmiki,,,,
e8ce0762-3e4d-48b6-9150-351d0b508b80,The Steadfast Tin Soldier,null,Hans Christian Andersen,,,,
e941b227-e695-4638-b86d-172090dc29df,The Brave Little Tailor,1640,null,,,,
e9964a06-1190-4640-961a-f52514d454a6,null,null,Lev Tolstoy,,,,
e9a652a8-a77a-4136-8865-54d1b42aced9,null,null,Beatrix Potter,,,,
e9efde2c-e2eb-4007-9b09-d5e84f47baac,Search for the Lost Husband,425,null,,,,
e9fbdb0a-2ead-45e4-9f80-e161bf6190b5,It's Quite True!,null,Hans Christian Andersen,,,,
eb210708-8256-4b12-ab4c-89b02264a3de,The Master Thief,1525A,null,,,,
eb2ef56c-7ad3-4f0c-a1c2-955e7e7f2c50,"Shahnameh, The Book of Kings",null,null,,,,
eb85d6eb-31c9-4dd7-92a6-bdcc827dd730,Alice’s Travel,null,Kir Bulychyov,,,,
ebd07aee-45cd-4851-ac97-d8d84d8cd59f,The Wood Spirit's Foster-Son,667,null,,,,
ec02dcf7-5fb6-46e9-abec-e34866c94c74,Fimfárum,null,Jan Werich,,,,
ed718ff2-5aed-449a-ae07-20989000e3c9,The Tragical History of Doctor Faustus,null,Christopher Marlowe,,,,
ed957d1a-ba90-41b1-bb1b-aa99c24c7dee,The Canterbury Tales,null,Geoffrey Chaucer,,,,
edfc2047-0c9d-4809-904c-07330947ecaa,Gyeonu and Jiknyeo (The Weaver Girl and the Cowherd),null,null,,,,
ee095dab-e3d7-4162-973e-207b9aa1c20b,Daemonologia Rubinzalii Silesii,null,Johannes Praetorius,,,,
ee1debf1-d4f6-4d26-b36c-a3f4d68d3b88,Akademia pana Kleksa,null,Jan Brzechwa,,,,
eec6e65f-ea95-4e02-bf0d-ee73da7e0847,Strong John,650A,null,,,,
eef4ab4f-ca9e-434f-9627-d763fea63ca4,The Grateful Dead,505,null,,,,
ef2d1f14-6b44-4a12-a5d6-f35a7d4e1a2e,"Klein Zaches, genannt Zinnober",null,E.T.A. Hoffmann,,,,
ef384530-58ce-410a-9c6a-746a1393097c,Onibaba,null,null,,,,
ef4194e6-d9fe-4e86-ac23-d5a5fbd6eef9,The Secret of Ron Mor Skerry,null,Rosalie K. Fry,,,,
f058e8bc-9456-4f7b-885b-05157c1a6679,The New Mother,null,Lucy Lane Clifford,,,,
f0f7a169-7d6b-4660-b7ca-48eec3f105a6,The Beautiful and the Ugly Twinsisters,711,null,,,,
f2dccc65-cf74-4606-a1b4-7d6f407b664f,The Strong Woman as Bride (Brunhilde),519,null,,,,
f32c40d3-8d33-4dd6-91be-f2ff2039f077,O Curupira (The Curupira),null,null,,,,
f3ec00ad-67a5-4be8-8a25-c07f9eabedb5,The Three Magic Objects and the Wonderful Fruits,566,null,,,,
f42a1786-eb79-4530-8fcf-b13b93446f6f,Androcles and the Lion,156,null,,,,
f447cde6-2f58-4aee-88a6-a1f0484ccc00,null,null,John Bellairs,,,,
f467d49a-6a05-4876-a165-a3c3705e5f61,The Speaking Horsehead,533,null,,,,
f4d44347-b767-40fb-a31b-de4e3215d896,Star Money,779H*,null,,,,
f52ac001-4e9b-45f6-882d-e68bf8963a4d,Regentrude,null,Theodor Storm,,,,
f8036622-785a-4070-8583-3e38742a8bd3,null,null,Cressida Cowell,,,,
f8874077-562a-431b-b996-6f56882667c7,The Death of Kikos,null,Hovhannes Tumanyan,,,,
f8c38ab5-35b8-455c-9321-f684a9c2fe80,The Cat that Walked by Himself,null,Rudyard Kipling,,,,
f8efe27b-714f-4629-bc74-bf25fa629123,The Invention of Hugo Cabret,null,Brian Selznick,,,,
f8ff1bb9-51ea-4a7a-b0cc-d7c9eaac5fa1,null,null,Theodor Storm,,,,
fa227442-8c15-4eab-ae5c-423f4bcba503,The Shepherd Boy,515,null,,,,
fa4f4c6d-d652-4ce1-8b63-236e2d55711f,null,null,Karel Jaromír Erben,,,,
fa616da0-9988-4ea3-b425-0802d6041cc7,Matilda,null,Roald Dahl,,,,
fad542b9-ed04-4f28-87bb-fa0eb61fd0e5,The Tale of the Dead Princess,null,Alexander Pushkin,,,,
fb16427d-65dc-4c0d-ace2-6d899b127d1d,The Snake as Bridegroom,425M,null,,,,
fb3cfb51-ea14-4695-9b25-a025d3ffd25a,null,null,E. T. A. Hoffmann,,,,
fb3e3154-5b00-45a1-a211-dc393dc5f5fe,A Stranger in a Goat Herd,null,Otia Ioseliani,,,,
fb70ef82-e49a-49d8-bfc5-a85b794ecdd8,The Princess and the Goblin,null,George MacDonald,,,,
fb9b3c30-bd01-4428-b230-ea335ea55a28,Faust,null,Johann Wolfgang von Goethe,,,,
fbef34cd-d0c3-4a3e-940e-6ecfb39865c2,Angel Street,null,Patrick Hamilton,,,,
fc2520f3-01df-4a22-b7a6-c48f8c9d2a82,The Girls Who Married Animals,552,null,,,,
fd5d3a61-8c3b-4fd1-a77a-d00193e5404d,Candide,null,Voltaire,,,,
fd61f7b6-38ca-4be4-b9b0-05b5078107dd,Ella Cinders,null,Charles Plumb,,,,
fe0ba5cf-3eaf-40ec-b1d8-eed57c1ede5c,null,null,Edouard Laboulaye,,,,
fe2bc426-db9d-4afc-bc4b-01f296a4ee76,The Animals in Night Quarters (Bremen Town Musicians),130,null,,,,
fe7e7484-1f1e-4d4f-bb21-3db332fbddb0,null,null,Ivan Franko,,,,
fe87806b-6dd7-4ca3-b670-d134caaebda3,The Magic Mill,565,null,,,,
ff0f98cb-a914-4361-bc3f-9338f21cb552,Walt Before Mickey,null,Timothy Susanin,,,,
