CompanyId,FilmId
424,1409
800,1409
424,1410
800,1410
424,1411
800,1411
424,1412
800,1412
424,1413
800,1413
424,1414
800,1414
424,1415
800,1415
424,1416
800,1416
424,1417
800,1417
424,1418
800,1418
424,1419
800,1419
424,1420
800,1420
424,1421
800,1421
424,1422
800,1422
424,1423
800,1423
424,1424
800,1424
424,1425
800,1425
424,1426
800,1426
424,1427
800,1427
424,1428
800,1428
424,1429
800,1429
669,1430
385,1431
198,1432
198,1433
108,1434
198,1434
108,1435
198,1435
198,1436
108,1437
108,1438
108,1439
108,1440
108,1441
108,1442
108,1443
815,1445
817,1446
819,1447
822,1448
823,1449
583,1450
30,1451
57,1452
30,1453
826,1455
68,1456
829,1457
827,1458
830,1458
831,1458
2429,1459
834,1460
54,1461
836,1462
835,1463
68,1464
827,1465
837,1465
838,1465
840,1466
841,1467
842,1468
841,1469
841,1470
841,1471
694,1472
694,1473
695,1473
694,1474
694,1475
695,1475
694,1476
694,1477
694,1478
695,1478
751,1479
844,1479
30,1480
30,1481
845,1486
30,1487
846,1489
68,1490
68,1491
68,1492
68,1493
847,1494
30,1495
30,1496
30,1497
30,1498
30,1499
30,1500
30,1501
30,1502
30,1503
68,1504
669,1505
669,1506
669,1507
669,1508
669,1509
30,1510
142,1511
142,1512
142,1513
142,1514
123,1516
252,1517
274,1518
396,1519
848,1519
849,1519
851,1520
196,1521
791,1521
852,1525
26,1528
791,1529
853,1529
791,1530
853,1530
854,1531
26,1532
26,1533
293,1534
293,1535
293,1536
293,1537
293,1538
293,1539
536,1543
542,1543
659,1543
856,1545
498,1546
72,1547
72,1548
72,1549
30,1550
30,1551
30,1552
30,1553
30,1554
859,1556
94,1557
860,1557
858,1558
860,1558
861,1558
30,1559
30,1561
30,1562
30,1563
30,1564
863,1565
864,1566
67,1569
865,1569
67,1570
865,1571
254,1572
866,1572
254,1573
390,1578
390,1579
390,1580
390,1581
390,1582
390,1583
390,1584
868,1585
869,1587
870,1588
871,1589
694,1590
694,1591
694,1592
694,1593
694,1594
694,1596
694,1597
694,1598
694,1599
694,1600
872,1601
694,1602
694,1603
393,1604
694,1605
818,1606
873,1606
874,1606
873,1607
875,1608
878,1610
879,1611
694,1615
695,1615
385,1619
880,1620
198,1621
108,1623
881,1624
431,1625
431,1626
431,1627
431,1628
293,1629
293,1630
293,1631
293,1632
293,1633
293,1634
293,1636
293,1637
293,1638
293,1639
293,1640
293,1641
293,1642
293,1643
293,1644
293,1646
3591,1646
293,1647
293,1648
293,1650
293,1651
293,1652
293,1653
293,1654
293,1655
293,1656
293,1657
671,1660
672,1660
92,1662
30,1664
30,1665
30,1666
3130,1669
671,1671
672,1671
293,1672
436,1675
882,1676
30,1681
30,1682
801,1683
801,1684
883,1685
884,1686
884,1687
883,1688
885,1689
886,1690
197,1691
376,1691
887,1692
349,1693
346,1694
354,1695
888,1696
606,1697
379,1699
889,1700
4045,1701
890,1702
891,1703
201,1704
123,1705
893,1706
389,1707
212,1708
895,1709
389,1710
896,1711
897,1713
252,1714
898,1715
899,1717
901,1718
60,1719
902,1719
3039,1720
459,1721
903,1722
906,1723
908,1724
407,1725
910,1726
911,1727
912,1728
913,1729
914,1730
401,1731
97,1732
916,1732
3701,1732
919,1733
197,1734
198,1735
198,1736
920,1737
923,1738
30,1739
30,1740
30,1741
30,1742
30,1743
30,1745
30,1746
924,1748
67,1749
925,1750
927,1751
1282,1752
928,1753
929,1754
930,1754
931,1754
459,1755
933,1756
294,1757
498,1758
570,1758
580,1758
936,1759
937,1760
940,1761
943,1762
944,1763
945,1763
946,1763
782,1764
947,1764
948,1765
950,1766
108,1767
953,1768
954,1769
955,1771
956,1776
958,1781
959,1782
960,1782
961,1783
964,1784
293,1786
308,1787
965,1787
967,1789
438,1791
498,1791
438,1792
498,1792
438,1793
498,1793
438,1794
498,1794
438,1795
498,1795
968,1797
968,1798
294,1800
969,1800
970,1801
4264,1802
801,1803
785,1804
801,1804
390,1805
971,1806
972,1807
907,1808
973,1808
976,1809
908,1810
977,1810
980,1811
981,1812
108,1813
459,1813
211,1814
982,1814
983,1816
294,1817
984,1818
254,1819
985,1820
379,1821
168,1822
389,1823
986,1824
67,1825
987,1826
26,1827
211,1828
520,1828
123,1829
988,1829
108,1830
108,1831
108,1832
989,1833
108,1834
198,1834
521,1835
26,1836
521,1837
108,1838
990,1839
992,1840
994,1841
883,1842
996,1844
997,1845
254,1846
998,1847
999,1848
1000,1848
898,1849
1001,1850
123,1851
1002,1852
40,1853
54,1854
1003,1854
1004,1855
1005,1856
1006,1857
1008,1858
853,1859
211,1860
1010,1861
3133,1862
3132,1863
1012,1864
1013,1865
1014,1866
1015,1867
1016,1867
1017,1867
1019,1868
212,1869
3971,1870
1020,1872
207,1873
44,1874
751,1875
1022,1876
521,1877
1024,1878
1025,1879
1026,1880
1027,1880
1028,1880
1029,1881
26,1882
550,1883
1030,1883
1031,1884
705,1885
784,1885
478,1886
1032,1888
705,1889
784,1889
30,1890
123,1891
30,1892
1033,1893
211,1894
520,1894
30,1895
1034,1896
30,1897
30,1898
211,1899
520,1899
30,1900
1035,1900
411,1901
782,1902
1036,1902
30,1903
846,1904
26,1905
26,1906
26,1907
1037,1908
791,1909
854,1909
791,1910
853,1910
1038,1911
1034,1913
1039,1913
1040,1914
1041,1915
26,1916
751,1917
1042,1917
1043,1918
1044,1918
1046,1919
1047,1920
640,1923
641,1923
734,1923
1050,1924
1052,1925
1053,1926
1051,1927
1055,1928
54,1929
1058,1930
570,1931
1059,1931
1060,1931
570,1932
1059,1932
1060,1932
570,1933
1059,1933
1060,1933
1062,1934
1063,1935
1064,1936
108,1937
1065,1938
46,1939
123,1939
1066,1939
1069,1940
1070,1941
1071,1942
846,1943
2715,1944
1072,1945
385,1946
1076,1947
94,1948
858,1948
1077,1948
1079,1949
1080,1950
108,1951
1078,1951
1079,1951
1081,1952
1082,1953
108,1954
1078,1954
108,1955
1078,1955
1083,1956
1086,1957
1089,1959
1091,1960
1092,1961
1094,1962
125,1963
305,1963
441,1963
1096,1964
1098,1965
1100,1966
1102,1967
211,1968
1104,1968
1105,1969
108,1970
907,1970
1106,1970
723,1971
1107,1972
1108,1972
1109,1973
1110,1974
1111,1975
1112,1976
1113,1977
492,1978
1113,1978
492,1979
492,1980
791,1980
1113,1980
492,1981
1060,1981
1113,1981
1114,1982
1115,1983
342,1984
290,1985
1116,1987
197,1988
1117,1989
1118,1990
1119,1991
1116,1992
1120,1993
1121,1994
1122,1995
1123,1998
3930,1999
1124,2000
4123,2001
1126,2002
1127,2003
1116,2004
405,2005
1130,2006
108,2007
166,2007
1133,2008
791,2010
1135,2010
1136,2011
239,2012
539,2012
791,2013
1138,2013
123,2014
211,2014
624,2014
118,2015
211,2015
624,2015
1141,2016
1142,2017
1114,2018
1144,2018
1146,2019
1148,2020
1150,2021
791,2022
1144,2022
1151,2023
1153,2024
791,2025
850,2025
1154,2026
211,2027
108,2028
1155,2028
1158,2029
378,2030
159,2031
542,2031
732,2031
26,2032
791,2033
1159,2033
1160,2034
26,2035
254,2036
1163,2038
791,2039
1165,2039
114,2040
1167,2040
791,2041
2701,2041
2702,2041
1168,2042
1169,2043
1170,2044
1172,2045
1175,2046
1177,2047
1178,2048
294,2049
294,2050
1179,2052
294,2054
338,2054
43,2055
1181,2056
1182,2057
694,2058
751,2058
1183,2058
1184,2059
694,2060
1173,2061
751,2063
843,2063
1186,2064
1187,2065
1188,2065
1190,2066
294,2068
294,2069
751,2069
1068,2069
294,2070
1395,2070
43,2072
1192,2075
294,2076
694,2078
294,2079
694,2081
1193,2081
294,2082
751,2084
294,2085
1194,2087
1194,2088
294,2089
1195,2090
1197,2091
294,2092
431,2092
1198,2093
1199,2094
1034,2095
1039,2095
1200,2096
63,2097
30,2098
254,2099
30,2100
1201,2102
391,2103
393,2103
1034,2104
1039,2104
254,2105
141,2106
1203,2107
411,2108
199,2109
377,2110
377,2113
139,2114
1198,2116
1200,2118
1206,2119
411,2120
30,2121
1034,2122
1207,2122
1207,2123
63,2125
30,2126
30,2127
254,2128
799,2128
63,2129
1034,2130
1207,2130
1034,2131
1207,2131
494,2132
1208,2133
1122,2136
1209,2137
1116,2139
30,2140
777,2141
1198,2144
1211,2145
269,2146
1212,2147
1215,2149
269,2151
920,2152
1217,2152
1219,2153
1220,2154
54,2155
552,2156
740,2157
1221,2158
3923,2160
1224,2161
1225,2162
1227,2163
697,2164
1229,2165
463,2166
554,2166
1232,2167
697,2169
1234,2170
1235,2171
1236,2172
697,2174
697,2175
953,2176
1237,2176
1239,2178
1241,2179
1242,2180
1243,2180
1244,2180
1246,2181
1248,2182
1249,2184
542,2185
1251,2185
1254,2186
1255,2187
108,2190
1257,2191
1260,2192
1262,2193
3929,2194
1265,2196
906,2197
3932,2198
1266,2199
755,2204
906,2204
3629,2208
389,2209
62,2210
436,2211
211,2212
1103,2212
1104,2212
1267,2213
1268,2220
1270,2221
1271,2222
1272,2223
3932,2225
1273,2226
1275,2228
3978,2229
1278,2230
1279,2231
1281,2232
2743,2233
1284,2234
1287,2235
1288,2236
389,2238
459,2239
1147,2240
389,2241
459,2242
1129,2243
1147,2244
1289,2245
1290,2246
467,2247
1152,2248
1181,2249
1147,2250
1152,2251
649,2252
211,2253
479,2254
42,2255
1291,2256
591,2257
591,2258
125,2259
459,2260
459,2261
210,2262
118,2263
1119,2264
1292,2265
40,2266
125,2267
1293,2268
479,2269
156,2270
108,2271
389,2272
211,2273
67,2274
1294,2275
1146,2276
1273,2278
1295,2279
1296,2280
211,2281
211,2282
100,2283
1297,2283
1295,2284
732,2286
136,2287
1298,2288
305,2289
1299,2290
114,2291
132,2292
1300,2293
4185,2294
1301,2295
1295,2297
3950,2299
1304,2300
1302,2301
1306,2302
141,2303
1307,2304
1310,2305
1312,2306
1315,2307
1316,2308
1319,2309
199,2310
1305,2310
1306,2310
1265,2312
1321,2314
1269,2315
3935,2316
1295,2317
906,2319
1294,2322
1322,2325
1317,2326
1323,2327
1324,2329
1269,2330
1325,2331
1325,2332
1295,2333
838,2334
94,2335
1326,2336
1327,2337
1328,2338
1329,2339
94,2340
108,2341
108,2342
67,2343
2586,2343
1330,2344
1331,2345
108,2346
1119,2347
1332,2348
127,2349
597,2350
492,2351
1060,2351
1335,2352
1336,2353
1337,2354
1338,2355
1119,2356
1147,2356
1338,2356
1119,2357
1147,2357
1338,2357
3939,2358
3962,2360
1340,2361
1342,2362
1343,2364
1346,2365
1349,2367
1350,2368
1351,2369
1352,2370
1353,2373
3988,2374
4018,2375
1354,2379
1355,2380
1352,2381
1356,2382
1357,2383
4214,2388
1358,2389
1343,2390
1343,2391
1359,2392
1344,2393
1360,2393
1361,2394
1362,2395
1364,2397
1365,2398
389,2399
1366,2400
1370,2402
1373,2403
1374,2404
1377,2406
1378,2408
1379,2410
490,2411
1380,2411
1383,2412
455,2413
822,2414
1383,2414
1384,2414
1387,2415
127,2416
685,2417
729,2417
1388,2420
818,2421
1388,2422
4287,2423
1388,2424
1389,2425
1389,2426
4327,2428
1193,2430
294,2431
36,2432
1390,2433
694,2434
1391,2435
751,2436
1176,2436
1177,2436
1393,2437
751,2438
1394,2438
36,2440
1194,2441
391,2443
393,2443
749,2443
431,3430
725,3430
2391,3431
2392,3431
328,3432
2393,3433
2396,3434
2405,3435
2397,3436
2398,3437
2395,3438
1001,3439
2399,3440
2400,3440
725,3441
2403,3442
2404,3443
2405,3444
2405,3445
968,3446
2397,3448
407,3449
407,3450
407,3451
2406,3452
2407,3452
2408,3453
2409,3454
378,3455
968,3456
2411,3457
2412,3460
390,3461
1272,3462
2405,3465
2413,3466
2415,3467
2416,3468
2397,3469
372,3470
818,3471
54,3472
2417,3472
2418,3473
414,3474
1388,3475
2422,3476
2423,3477
343,3478
2425,3479
818,3480
1388,3481
1317,3482
2426,3482
2422,3483
2428,3483
1388,3484
2434,3485
2442,3486
2444,3487
2445,3488
2446,3490
3987,3491
3044,3492
1378,3494
2447,3495
4011,3496
2448,3497
2449,3497
2450,3497
4010,3498
2452,3499
2458,3500
4010,3501
2446,3502
2459,3503
2460,3504
2461,3505
860,3506
2462,3506
2463,3507
2464,3508
2465,3509
2466,3510
857,3511
859,3511
860,3511
2468,3512
2471,3513
1267,3514
2472,3515
624,3516
863,3516
2473,3516
2475,3517
2476,3519
2478,3520
955,3521
2476,3522
2484,3522
955,3523
2474,3523
2485,3523
2486,3524
2489,3525
2490,3526
2401,3527
2491,3527
2494,3528
199,3529
3179,3529
199,3530
199,3531
924,3532
3179,3532
2495,3533
63,3534
63,3535
199,3536
30,3537
924,3538
2496,3539
199,3540
199,3541
63,3542
36,3543
43,3543
751,3544
4124,3545
54,3546
338,3547
1130,3547
2497,3547
2498,3548
2502,3549
2446,3550
2504,3550
2506,3551
2507,3552
211,3553
648,3553
813,3554
2508,3555
2509,3555
2511,3556
2512,3557
2514,3558
431,3559
2517,3560
62,3561
241,3561
188,3562
2518,3562
749,3564
1212,3564
2519,3564
2522,3565
2523,3566
2524,3567
697,3568
2525,3569
2451,3570
860,3571
2526,3571
2528,3572
2530,3573
369,3574
459,3575
2531,3576
932,3577
933,3577
2532,3578
431,3579
431,3580
2527,3581
2533,3581
2535,3582
968,3583
293,3584
293,3585
393,3585
293,3587
293,3588
293,3589
293,3590
293,3591
293,3592
293,3593
2537,3594
2539,3595
2540,3596
2541,3597
431,3598
431,3599
725,3600
2542,3601
725,3602
725,3603
431,3604
725,3604
725,3605
431,3606
431,3607
2542,3607
431,3608
725,3609
378,3610
431,3611
431,3612
431,3613
756,3614
765,3614
431,3615
2543,3616
725,3618
2544,3619
431,3620
293,3621
725,3623
2546,3624
431,3625
431,3626
431,3627
2547,3627
26,3628
431,3629
431,3630
2548,3631
431,3632
431,3633
2549,3634
2550,3635
2405,3636
431,3637
2553,3638
2507,3639
2507,3640
2507,3641
2507,3642
2507,3644
2507,3646
2507,3647
2507,3649
44,3650
302,3650
2556,3651
302,3652
2507,3652
302,3653
2507,3653
567,3654
2507,3654
567,3655
2507,3655
2558,3656
2560,3657
697,3658
697,3659
697,3660
697,3662
697,3663
698,3663
697,3664
2562,3665
2563,3666
252,3667
459,3668
1144,3668
1165,3668
2565,3669
2567,3670
26,3671
67,3671
2568,3672
2569,3672
1153,3673
2570,3673
2571,3674
2572,3674
2574,3675
801,3676
2575,3677
2576,3677
2577,3677
2579,3678
1147,3679
1338,3679
2579,3679
1147,3680
1338,3680
2579,3680
1147,3681
1338,3681
2579,3681
2580,3682
2581,3682
2582,3682
2583,3683
1062,3684
2584,3685
2585,3685
2586,3686
2587,3687
2588,3687
2589,3688
2590,3688
618,3689
2591,3690
2592,3690
2593,3690
2594,3691
2595,3691
2596,3691
