FilmId,CountryId
1312,225
1313,225
1314,225
1315,225
1316,225
1317,225
1318,225
1319,225
1320,225
1321,225
1322,225
1323,225
1325,225
1326,225
1327,225
1328,225
1329,225
1330,225
1331,225
1332,225
1334,225
1335,225
1336,225
1337,225
1338,225
1339,225
1340,225
1341,225
1342,225
1343,225
1344,225
1345,225
1346,56
1347,56
1349,56
1350,225
1351,225
1352,225
1353,225
1354,225
1355,225
1356,225
1357,225
1358,225
1359,225
1360,225
1361,225
1362,225
1363,225
1364,225
1365,225
1366,225
1367,225
1368,225
1369,225
1370,225
1371,225
1372,225
1373,225
1374,225
1375,225
1376,225
1377,225
1378,225
1379,225
1380,225
1381,225
1382,225
1383,225
1384,225
1385,225
1386,225
1387,225
1388,225
1389,76
1389,98
1389,110
1390,225
1391,225
1392,225
1393,225
1394,225
1395,225
1396,225
1397,225
1398,225
1399,225
1400,225
1401,225
1402,225
1403,225
1405,225
1406,225
1407,225
1408,225
1409,225
1410,225
1411,225
1412,225
1413,225
1414,225
1415,225
1416,225
1417,225
1418,225
1419,225
1420,225
1421,225
1422,225
1423,225
1424,225
1425,225
1426,225
1427,225
1428,225
1429,225
1430,225
1431,225
1432,225
1433,225
1434,225
1435,225
1436,225
1437,225
1438,225
1439,225
1440,225
1441,225
1442,225
1443,225
1445,74
1446,107
1447,56
1447,74
1447,76
1448,47
1448,118
1448,225
1449,239
1450,23
1451,991
1452,7
1452,991
1453,991
1455,225
1456,225
1457,21
1457,74
1457,130
1458,74
1459,76
1459,104
1459,217
1460,110
1461,110
1462,56
1462,107
1463,67
1463,74
1463,107
1464,225
1465,21
1465,74
1465,100
1466,225
1467,37
1468,37
1469,37
1470,37
1471,37
1472,993
1473,993
1474,993
1475,993
1476,993
1477,993
1478,993
1479,55
1480,991
1481,991
1486,225
1487,991
1489,225
1490,225
1491,225
1492,225
1493,225
1494,56
1495,991
1496,991
1497,991
1498,991
1499,991
1500,991
1501,991
1502,991
1503,991
1504,225
1505,225
1506,225
1507,225
1508,225
1509,225
1510,991
1511,225
1512,225
1513,225
1514,225
1515,56
1516,225
1517,225
1518,225
1519,56
1519,76
1519,183
1520,225
1521,76
1521,225
1522,56
1523,56
1524,56
1525,56
1526,56
1527,56
1528,225
1529,225
1530,225
1531,225
1532,225
1533,225
1534,996
1535,996
1536,996
1537,996
1538,996
1539,996
1543,74
1544,225
1545,225
1546,225
1547,225
1548,225
1549,225
1550,991
1551,991
1552,991
1553,991
1554,991
1555,225
1556,110
1557,110
1558,110
1559,991
1561,991
1562,991
1563,991
1564,991
1565,74
1566,160
1567,160
1568,76
1569,225
1570,225
1571,225
1572,69
1572,991
1573,991
1574,56
1575,56
1576,56
1577,56
1578,76
1579,76
1580,76
1581,76
1582,76
1583,76
1584,76
1585,225
1586,74
1587,74
1588,74
1589,74
1590,993
1591,993
1592,993
1593,993
1594,993
1595,993
1596,993
1597,993
1598,993
1599,993
1600,993
1601,13
1602,993
1603,993
1604,993
1605,993
1606,76
1606,225
1606,995
1607,225
1608,76
1609,76
1609,993
1610,151
1611,11
1611,67
1611,151
1612,993
1613,993
1615,993
1616,993
1617,993
1618,993
1619,225
1620,225
1621,225
1623,225
1624,996
1626,56
1627,56
1629,996
1630,996
1631,996
1632,996
1633,996
1634,996
1636,996
1637,996
1638,996
1639,996
1640,996
1641,996
1642,996
1643,996
1644,107
1644,996
1646,996
1647,996
1648,996
1649,996
1650,996
1651,996
1652,996
1653,996
1654,996
1655,996
1656,996
1657,996
1659,74
1660,225
1661,110
1662,110
1663,74
1664,991
1665,991
1666,991
1668,110
1669,74
1670,110
1671,225
1672,996
1675,76
1676,225
1677,74
1680,993
1681,991
1682,991
1683,74
1684,74
1685,225
1686,225
1687,225
1688,225
1689,225
1690,225
1691,225
1692,225
1693,225
1694,225
1695,225
1696,225
1697,225
1698,74
1699,225
1700,225
1701,183
1702,225
1703,225
1704,225
1705,225
1706,67
1706,76
1706,225
1707,225
1708,225
1709,64
1709,76
1710,225
1711,225
1712,225
1713,37
1713,225
1714,225
1715,225
1716,74
1717,7
1717,991
1718,107
1719,76
1719,225
1720,56
1721,225
1722,225
1722,991
1723,74
1723,227
1724,76
1724,225
1725,995
1726,76
1726,100
1727,70
1727,225
1728,76
1729,225
1730,76
1730,225
1731,225
1732,37
1733,110
1734,74
1735,225
1736,225
1737,993
1738,37
1739,991
1740,991
1741,991
1742,991
1743,991
1745,991
1746,991
1748,991
1749,76
1749,106
1749,225
1750,56
1751,110
1751,993
1752,37
1752,225
1753,74
1754,56
1754,74
1754,130
1755,225
1756,67
1756,107
1757,993
1758,76
1758,225
1759,37
1760,225
1761,56
1762,67
1762,161
1762,996
1763,161
1764,21
1764,74
1765,225
1766,225
1767,225
1768,14
1769,225
1771,161
1772,161
1773,161
1775,161
1776,161
1777,161
1779,161
1780,161
1781,100
1781,225
1782,118
1783,76
1784,56
1784,165
1785,992
1786,996
1787,56
1787,225
1789,76
1790,74
1791,225
1792,225
1793,225
1794,225
1795,225
1797,56
1798,56
1800,74
1800,76
1800,993
1801,151
1802,93
1803,74
1804,74
1805,76
1806,225
1807,225
1808,14
1808,56
1808,225
1809,225
1810,225
1811,69
1812,74
1813,225
1814,14
1814,225
1815,225
1816,47
1817,993
1818,107
1819,991
1820,225
1821,225
1822,225
1823,225
1824,225
1825,225
1826,225
1827,225
1828,225
1829,225
1830,225
1831,225
1832,225
1833,225
1834,225
1835,225
1836,225
1837,225
1838,225
1839,225
1840,107
1840,225
1841,225
1842,225
1843,165
1844,992
1845,107
1846,991
1847,76
1848,76
1849,100
1849,225
1850,995
1851,225
1852,225
1853,225
1854,110
1854,225
1855,225
1856,48
1857,118
1858,37
1859,225
1860,225
1861,102
1862,102
1863,102
1864,102
1864,227
1864,991
1865,102
1866,225
1867,110
1868,107
1869,225
1870,225
1871,56
1872,225
1873,995
1874,225
1875,55
1876,225
1877,225
1878,225
1879,225
1880,160
1881,160
1882,225
1883,225
1884,100
1884,225
1885,225
1886,225
1887,102
1888,102
1889,225
1890,991
1891,225
1892,991
1893,55
1893,76
1893,225
1894,225
1895,991
1896,992
1897,991
1898,991
1899,225
1900,992
1901,991
1902,74
1903,991
1904,225
1905,225
1906,225
1907,225
1908,74
1908,225
1909,225
1910,225
1911,118
1913,992
1914,992
1915,997
1916,225
1917,55
1918,225
1919,110
1920,992
1921,20
1921,172
1922,102
1923,76
1924,225
1925,225
1926,225
1927,225
1928,991
1929,110
1930,74
1931,225
1932,225
1933,225
1934,225
1935,225
1936,121
1936,991
1937,225
1938,76
1938,225
1939,225
1940,56
1940,67
1940,74
1941,102
1942,225
1943,225
1944,225
1945,225
1946,225
1947,225
1948,110
1949,76
1949,225
1950,56
1950,76
1950,225
1951,76
1951,225
1952,76
1952,225
1953,76
1953,225
1954,76
1954,225
1955,76
1955,225
1956,76
1956,225
1957,56
1957,74
1959,107
1959,225
1960,107
1960,225
1961,76
1961,225
1962,225
1963,225
1964,76
1964,225
1965,161
1965,191
1965,991
1966,225
1967,76
1968,56
1969,102
1970,14
1970,225
1971,98
1972,225
1973,107
1974,222
1974,991
1975,225
1976,76
1977,225
1978,225
1979,225
1980,102
1980,225
1981,225
1982,76
1982,225
1983,225
1984,76
1985,225
1986,102
1987,102
1988,74
1988,225
1989,225
1990,225
1991,225
1992,102
1993,102
1994,102
1995,102
1996,102
1997,102
1998,102
1999,102
2000,102
2001,102
2002,102
2003,102
2004,102
2005,76
2006,56
2006,74
2007,225
2008,37
2008,225
2010,225
2011,225
2012,76
2012,110
2012,225
2013,225
2014,74
2014,76
2014,225
2015,74
2015,76
2015,225
2016,56
2016,76
2016,130
2017,225
2018,37
2018,225
2019,14
2019,74
2019,76
2019,98
2019,165
2019,225
2020,56
2020,76
2020,225
2021,225
2022,76
2022,225
2023,55
2023,173
2023,194
2023,225
2024,225
2025,225
2026,76
2026,225
2027,225
2028,225
2029,37
2029,69
2030,56
2031,55
2031,74
2031,76
2032,225
2033,102
2034,225
2035,225
2036,991
2037,37
2037,225
2038,47
2038,93
2038,220
2039,225
2040,74
2040,76
2040,107
2041,225
2042,225
2043,76
2044,161
2045,102
2046,55
2047,55
2047,58
2048,55
2049,993
2050,993
2051,993
2052,993
2053,993
2054,993
2055,993
2056,55
2057,55
2058,55
2059,55
2059,56
2060,993
2060,995
2061,55
2062,55
2063,55
2064,55
2065,55
2066,55
2067,55
2068,993
2069,55
2069,56
2069,196
2070,55
2072,993
2073,993
2074,23
2074,993
2075,173
2075,993
2076,993
2077,55
2078,993
2079,993
2080,993
2081,993
2082,993
2083,55
2084,55
2085,993
2086,23
2086,55
2086,74
2087,55
2088,55
2089,993
2090,993
2091,55
2092,993
2092,996
2093,992
2094,992
2095,992
2096,992
2097,991
2098,991
2099,991
2100,991
2101,992
2102,76
2103,993
2104,992
2105,991
2106,225
2107,102
2107,225
2108,991
2109,991
2110,56
2113,56
2114,14
2115,107
2116,222
2116,992
2117,992
2118,992
2119,56
2119,76
2119,96
2119,992
2120,991
2121,991
2122,992
2123,992
2124,991
2125,991
2126,991
2127,991
2128,991
2129,991
2130,992
2131,992
2132,225
2133,160
2137,166
2138,102
2139,102
2140,991
2141,992
2143,991
2144,992
2145,107
2146,107
2147,107
2148,107
2149,21
2149,74
2149,107
2149,130
2150,42
2151,107
2152,107
2153,69
2153,76
2153,107
2153,225
2154,107
2155,110
2156,991
2157,992
2158,63
2158,161
2160,14
2161,14
2161,225
2162,14
2163,14
2164,14
2165,14
2165,151
2165,225
2166,14
2167,14
2167,225
2168,14
2169,14
2170,14
2171,14
2172,14
2172,76
2173,14
2174,14
2175,14
2176,14
2177,173
2178,225
2179,225
2180,47
2180,93
2181,67
2182,225
2184,78
2184,991
2185,22
2185,74
2185,110
2185,139
2185,995
2186,14
2187,47
2188,37
2190,225
2191,74
2191,107
2191,215
2192,42
2192,56
2192,74
2192,76
2192,98
2192,105
2192,215
2193,14
2193,37
2194,173
2195,992
2196,173
2197,173
2198,173
2199,173
2200,173
2201,173
2202,173
2203,173
2204,173
2205,173
2206,173
2207,173
2208,51
2208,67
2209,76
2209,225
2210,217
2210,225
2211,76
2212,56
2213,37
2213,225
2214,37
2215,173
2217,173
2218,173
2219,173
2220,173
2221,173
2222,173
2223,173
2224,173
2225,173
2226,173
2227,173
2228,56
2228,107
2228,992
2229,199
2230,225
2231,74
2232,225
2233,225
2234,14
2234,76
2234,225
2235,58
2235,161
2235,191
2236,225
2238,225
2239,56
2239,225
2240,225
2241,225
2242,225
2243,14
2243,76
2243,225
2244,225
2245,225
2246,76
2246,225
2247,58
2247,67
2247,74
2247,106
2247,160
2247,161
2247,191
2248,225
2249,37
2249,225
2250,56
2250,225
2251,74
2251,225
2252,225
2253,225
2254,225
2255,37
2255,56
2255,225
2256,93
2257,14
2257,225
2258,14
2258,225
2259,14
2259,74
2259,225
2260,225
2261,225
2262,225
2263,225
2264,225
2265,107
2266,76
2266,107
2267,225
2268,225
2269,225
2270,76
2271,225
2272,225
2273,225
2274,225
2275,173
2276,173
2277,173
2278,173
2279,173
2280,74
2281,225
2282,225
2283,37
2283,42
2283,58
2283,74
2283,173
2284,173
2285,173
2286,56
2286,74
2286,76
2286,110
2286,225
2287,76
2288,225
2289,56
2289,225
2290,225
2291,67
2291,76
2292,76
2292,225
2293,173
2294,173
2295,173
2296,173
2297,173
2298,173
2299,173
2300,69
2300,76
2300,173
2301,13
2301,69
2301,173
2302,173
2303,225
2304,239
2305,74
2305,199
2306,199
2307,22
2307,42
2307,74
2308,173
2308,993
2309,173
2310,173
2310,991
2311,173
2312,173
2313,173
2314,173
2315,173
2316,173
2317,173
2318,173
2319,173
2320,173
2322,173
2323,173
2324,173
2325,56
2325,173
2326,173
2327,173
2328,173
2329,74
2330,173
2331,173
2332,173
2333,173
2334,21
2334,58
2334,100
2334,130
2335,110
2336,67
2337,110
2338,225
2339,76
2340,110
2341,225
2342,14
2342,225
2343,225
2344,225
2345,225
2346,76
2346,225
2347,56
2347,76
2347,183
2347,225
2348,225
2349,74
2350,56
2350,69
2350,74
2351,225
2352,225
2353,225
2354,225
2355,165
2355,225
2356,165
2356,225
2357,165
2357,225
2358,118
2359,118
2360,110
2360,118
2361,118
2362,118
2363,118
2364,118
2365,118
2366,118
2367,118
2368,118
2369,118
2370,118
2371,118
2372,225
2373,118
2374,118
2375,118
2378,118
2379,118
2380,118
2381,118
2382,118
2383,118
2384,118
2385,118
2386,118
2387,118
2388,118
2389,118
2390,118
2391,118
2392,118
2393,118
2394,11
2395,30
2396,30
2397,74
2397,215
2398,110
2399,225
2400,56
2401,74
2402,74
2403,74
2404,55
2405,225
2406,69
2406,191
2407,47
2408,47
2409,47
2409,93
2410,47
2410,225
2411,110
2412,47
2412,225
2413,93
2414,47
2415,47
2415,93
2416,21
2416,67
2416,74
2416,230
2417,76
2418,76
2419,76
2420,76
2421,76
2422,76
2423,76
2424,76
2425,76
2426,76
2427,76
2428,76
2429,76
2430,993
2431,993
2432,993
2433,55
2434,993
2435,993
2436,55
2437,55
2437,196
2438,55
2440,993
2441,55
2442,993
2443,74
2443,107
2443,993
2443,995
3430,996
3431,56
3432,56
3433,56
3434,56
3435,56
3436,995
3437,56
3438,56
3439,995
3440,56
3441,996
3442,56
3443,56
3444,56
3445,56
3446,56
3447,56
3448,56
3449,995
3450,995
3451,995
3452,56
3453,56
3454,13
3455,56
3456,56
3457,107
3457,995
3458,76
3459,74
3459,76
3460,76
3461,76
3462,173
3463,76
3464,56
3465,56
3466,56
3467,56
3468,76
3469,56
3470,995
3471,76
3472,110
3473,76
3474,76
3475,76
3476,76
3477,76
3478,76
3479,76
3480,76
3481,76
3482,76
3482,173
3483,76
3484,76
3485,47
3486,74
3487,47
3488,47
3489,47
3490,47
3491,47
3492,47
3493,47
3494,47
3495,47
3496,47
3497,47
3497,225
3498,47
3499,37
3500,47
3501,47
3502,47
3503,110
3504,110
3505,110
3505,225
3506,110
3507,110
3508,110
3509,110
3510,110
3511,110
3512,76
3512,160
3512,171
3513,76
3513,98
3514,37
3514,225
3515,76
3516,74
3517,191
3519,161
3520,58
3521,161
3522,161
3523,161
3523,191
3524,58
3525,58
3526,58
3527,56
3527,191
3528,225
3529,991
3530,991
3531,991
3532,991
3533,211
3533,991
3534,991
3535,991
3536,991
3537,992
3538,991
3539,63
3539,991
3540,991
3541,991
3542,991
3543,993
3544,55
3545,55
3546,110
3547,42
3547,74
3547,76
3547,98
3547,995
3548,225
3549,225
3550,47
3550,93
3551,225
3552,56
3552,110
3552,225
3553,225
3554,37
3555,67
3555,107
3556,56
3557,225
3558,225
3559,996
3560,110
3561,56
3561,76
3561,225
3562,225
3564,107
3565,76
3566,222
3566,991
3567,107
3568,14
3569,76
3570,55
3571,110
3572,110
3573,225
3574,225
3575,225
3576,74
3577,67
3577,107
3578,160
3579,996
3580,996
3581,110
3582,107
3583,56
3584,996
3585,996
3587,996
3588,996
3589,996
3590,996
3591,996
3592,996
3593,996
3594,225
3595,56
3596,56
3597,56
3598,996
3599,996
3600,996
3601,996
3602,996
3603,996
3604,996
3605,996
3606,993
3607,996
3608,996
3609,996
3610,56
3611,996
3612,996
3613,996
3614,996
3615,56
3616,995
3618,996
3619,227
3619,991
3620,996
3621,996
3623,996
3624,995
3625,996
3626,996
3627,215
3627,996
3628,225
3629,996
3630,996
3631,56
3632,56
3633,996
3634,56
3635,995
3636,56
3637,996
3638,56
3638,74
3638,76
3639,225
3640,225
3641,225
3642,225
3644,225
3646,225
3647,225
3649,225
3650,110
3650,225
3651,58
3651,129
3651,130
3651,131
3652,110
3652,225
3653,110
3653,225
3654,225
3655,225
3656,225
3657,37
3657,225
3658,14
3659,14
3660,14
3662,14
3663,14
3664,14
3665,37
3665,225
