FilmId,LanguageId,FilmGuid,LanguageGuid
4825,51,285614c7-6452-4439-b4e7-bbdde22c03d2,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4826,51,711808f6-6c49-46f1-b70a-4ff93e2e9879,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4827,94,53d498ae-d396-45b9-a88a-85aa067f8f62,25006cc4-a12b-4570-918f-78a97dca46a3
4828,51,11643406-ac86-440c-b160-d53d9eeefd75,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4831,51,f324e853-933d-4380-ba7d-855bc56f1f56,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4832,51,9f93edb0-5ae1-4d67-b0a2-b125b2689bae,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4833,35,e412d1e3-6cb9-4daa-ba9f-24f2a70f6146,4e44d169-1292-4d6e-b5b9-fddc14fbbcdc
4834,51,389903a5-c071-4222-ba25-733ce5b9be7d,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4835,51,bafe44d3-0ae2-40a3-aa39-40efafe8e8c3,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4836,51,ec4a440d-3346-4555-9cca-f0e00ff48e2a,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4836,88,ec4a440d-3346-4555-9cca-f0e00ff48e2a,4a8f0ef7-dbdb-44d7-ad0c-53df3a82b320
4837,94,d685b1aa-5048-42ac-ab2f-7af98f9f3a4e,25006cc4-a12b-4570-918f-78a97dca46a3
4838,51,5e18ab70-3559-4aff-a062-210682f7df01,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4839,94,3c22cbee-1ff7-459d-9583-a933a9e74a9c,25006cc4-a12b-4570-918f-78a97dca46a3
4840,94,533b4b9c-db73-464f-bdda-84d7df6ae065,25006cc4-a12b-4570-918f-78a97dca46a3
