FilmID,PersonID,RoleID
1550,404,58
1550,7614,58
1550,7615,56
1550,7616,52
1550,7617,57
1551,259,52
1551,7283,57
1551,7616,52
1551,7618,58
1551,7619,56
1552,259,52
1552,404,58
1552,433,54
1552,7283,57
1552,7620,56
1553,259,52
1553,259,56
1553,404,58
1553,556,55
1553,561,55
1553,2510,57
1553,4696,55
1553,4974,56
1553,7622,55
1554,259,52
1554,259,56
1554,451,55
1554,452,55
1554,561,55
1554,4974,56
1554,7623,57
1555,1528,52
1555,1528,56
1555,5179,55
1555,7624,58
1555,7625,55
1555,7626,55
1556,320,54
1556,769,52
1556,769,56
1556,770,57
1556,3379,55
1556,7627,54
1556,7628,55
1556,7629,55
1556,7630,55
1556,7631,55
1557,769,52
1557,769,54
1557,769,56
1557,770,57
1557,7632,58
1557,7633,54
1557,7634,54
1557,7635,54
1557,7636,55
1557,7637,55
1557,7638,55
1557,7639,55
1557,7640,55
1558,769,52
1558,769,56
1558,770,57
1558,1040,58
1558,1041,54
1558,7627,54
1558,7634,54
1558,7641,54
1558,7642,54
1558,7643,54
1558,7644,55
1558,7645,55
1558,7646,55
1558,7647,55
1558,7648,55
1559,7649,52
1559,7649,56
1559,7650,52
1559,7650,56
1559,9177,57
1559,25500,58
1561,404,58
1561,433,54
1561,7623,57
1561,7649,52
1561,7651,56
1561,7652,55
1562,259,56
1562,6302,55
1562,7623,57
1562,7649,52
1562,7649,56
1562,7653,58
1563,451,55
1563,537,55
1563,7623,57
1563,7649,52
1563,7653,58
1563,7654,56
1563,7655,55
1564,7623,57
1564,7649,52
1564,7649,56
1564,7656,58
1564,7657,56
1564,7658,54
1564,7659,55
1565,760,52
1565,760,56
1565,7306,54
1565,7660,57
1565,7661,54
1565,7662,55
1565,7663,55
1565,7664,55
1565,7665,55
1566,1000,52
1567,1000,52
1567,1000,54
1567,1000,58
1567,25516,57
1568,1000,52
1569,1000,52
1569,1000,56
1570,1000,52
1571,1000,52
1571,1000,58
1571,7042,57
1571,7666,55
1572,1716,56
1572,1718,56
1572,2166,52
1572,3601,57
1572,7667,58
1572,7668,58
1572,7669,56
1572,7670,54
1572,7671,54
1572,7672,55
1572,7673,55
1572,7674,55
1572,7675,55
1572,7676,55
1573,2166,52
1573,2166,56
1573,7677,56
1573,7677,58
1573,7678,58
1573,7679,57
1573,7680,55
1573,7681,55
1573,7682,55
1573,7683,55
1574,3180,52
1574,6889,58
1575,3180,52
1575,3180,54
1575,3180,56
1575,25683,55
1576,3180,52
1577,3180,52
1578,3180,52
1578,3180,56
1579,3180,52
1579,3180,56
1579,5385,57
1580,3180,52
1580,4354,52
1580,5239,54
1580,5240,54
1581,3180,52
1582,3180,52
1582,3180,56
1582,5385,57
1583,3180,52
1583,4354,54
1583,5239,54
1583,5385,57
1583,6889,54
1584,3180,52
1585,1522,54
1585,2608,55
1585,3062,57
1585,3063,54
1585,5650,52
1585,5650,54
1585,5650,56
1585,5652,55
1585,7684,58
1585,7685,55
1585,7686,55
1585,7687,55
1586,7688,52
1586,7688,56
1587,7688,52
1588,7688,52
1588,7688,55
1588,7688,56
1588,7688,58
1588,25968,54
1588,25969,57
1589,7688,52
1589,7688,56
1589,7689,56
1589,7690,57
1589,11219,56
1590,1112,52
1590,1112,56
1591,378,57
1591,1112,52
1591,1112,56
1591,1113,58
1591,7691,54
1591,7692,55
1592,378,57
1592,1112,52
1592,1112,56
1592,1113,58
1592,7386,55
1592,7691,54
1592,7693,56
1592,7694,55
1592,7695,55
1592,7696,55
1592,7697,55
1593,378,57
1593,1112,52
1593,1112,56
1593,6495,58
1593,7691,54
1594,378,57
1594,1112,52
1594,1112,56
1594,7698,58
1594,7699,54
1594,7700,55
1594,7701,55
1595,1112,52
1595,1112,56
1596,1112,52
1596,1112,56
1596,7384,56
1596,7702,58
1596,7703,54
1596,7704,55
1597,1112,52
1597,1112,56
1597,6510,55
1597,7705,57
1597,7706,54
1598,378,57
1598,1112,52
1598,1112,56
1598,7698,58
1598,7708,54
1599,378,57
1599,1112,52
1599,1112,56
1599,7698,58
1599,7707,54
1599,7708,54
1599,7709,55
1599,7710,55
1599,7711,55
1600,378,57
1600,1112,52
1600,1112,56
1600,1113,58
1600,2526,55
1600,7693,55
1600,7707,54
1600,7708,54
1601,1112,52
1601,1112,56
1602,1112,52
1602,1112,56
1602,1113,58
1602,7697,55
1602,7707,54
1602,7708,54
1602,7712,58
1603,1112,52
1603,1112,56
1604,1112,52
1604,1112,56
1604,1326,58
1604,7713,54
1604,7714,55
1604,7715,55
1604,7716,55
1605,1112,52
1605,1112,56
1605,7702,58
1605,7717,54
1605,7718,55
1606,1112,52
1606,1112,56
1606,1113,58
1606,1328,54
1607,1112,52
1607,1112,56
1607,1113,58
1607,1328,54
1608,1112,52
1608,1112,56
1609,1112,52
1609,1112,56
1609,1113,58
1609,1327,54
1609,1328,54
1609,6479,55
1609,7719,54
1609,7720,55
1609,7721,55
1609,7722,55
1609,7723,55
1610,1353,58
1610,1354,52
1610,1354,56
1610,1358,54
1610,2582,55
1610,7724,57
1610,7725,54
1610,7726,54
1610,7727,54
1610,7728,54
1610,7729,55
1610,7730,55
1610,7731,55
1610,7732,55
1611,1353,58
1611,1354,52
1611,1354,54
1611,1354,56
1611,1355,57
1611,1358,54
1611,5645,54
1611,7729,55
1611,7733,56
1611,7734,56
1611,7735,54
1611,7736,55
1611,7737,55
1611,7738,55
1611,7739,55
1612,235,52
1612,7740,56
1613,235,52
1613,235,56
1613,372,57
1613,7740,56
1613,7741,56
1613,7742,56
1613,7743,54
1615,235,52
1615,235,56
1615,372,57
1615,395,54
1615,6481,54
1616,235,52
1616,235,56
1616,372,57
1616,394,58
1616,395,58
1617,235,52
1618,235,52
1619,213,52
1619,2798,57
1619,4586,55
1619,7746,56
1619,15133,54
1619,25616,55
1620,213,52
1620,2798,57
1620,4586,55
1620,7747,52
1621,688,57
1621,1709,55
1621,1712,54
1621,3423,52
1621,7195,56
1623,2467,52
1623,2766,54
1623,3424,56
1623,7748,55
1623,7749,57
1624,7750,52
1624,7750,56
1624,25850,58
1624,25982,57
1625,7751,52
1626,7776,57
1626,19615,52
1626,19615,56
1626,25850,58
1627,7752,52
1627,7752,56
1627,7764,55
1627,7769,58
1627,7772,58
1627,19611,57
1628,7753,52
1628,7753,56
1628,7769,58
1628,19611,57
1629,7751,52
1629,7751,56
1629,7751,58
1629,7754,56
1629,7761,57
1630,7750,52
1631,7593,58
1631,7755,52
1631,7755,56
1631,7761,57
1631,7762,58
1631,19644,55
1632,7593,58
1632,7756,52
1632,7756,56
1632,7757,55
1632,7758,55
1632,7759,55
1632,7760,57
1632,7761,57
1632,7762,58
1633,2513,52
1633,2513,56
1633,2515,57
1633,5260,52
1633,5260,56
1633,7590,58
1633,7591,58
1634,7751,52
1636,280,56
1636,7758,55
1636,7763,52
1636,7763,56
1636,25847,57
1636,25848,55
1636,25849,55
1637,5262,55
1637,7751,52
1637,7751,56
1637,7761,57
1637,7764,55
1637,7765,55
1637,7766,58
1638,2514,55
1638,7777,58
1638,13786,52
1638,13786,56
1638,25857,57
1638,25858,55
1639,2513,52
1639,2513,56
1640,6651,57
1640,7753,52
1640,7768,56
1640,7769,58
1641,3839,55
1641,6651,57
1641,7758,55
1641,7770,52
1641,7770,56
1641,7771,55
1641,7772,58
1642,7759,55
1642,7768,56
1642,7774,55
1642,7775,55
1642,7776,57
1642,7777,58
1642,13786,52
1642,13786,56
1642,13787,56
1643,7778,52
1644,2514,55
1644,7593,58
1644,7751,52
1644,7751,56
1644,25851,57
1646,7779,52
1646,7779,56
1646,7780,55
1646,7781,57
1646,7782,58
1647,2513,52
1648,7783,52
1648,7783,56
1648,25497,57
1649,7755,52
1650,7172,57
1650,7593,58
1650,7783,52
1650,7783,56
1650,21658,55
1651,7766,58
1651,7784,52
1651,7784,56
1651,7790,57
1651,7792,55
1652,7753,52
1652,7753,56
1652,7785,55
1652,7786,57
1652,7787,58
1653,2513,52
1653,2513,56
1653,2515,57
1653,7595,58
1653,7596,56
1653,7788,56
1654,7593,58
1654,7789,52
1654,7789,56
1654,25860,57
1655,7784,52
1655,7784,56
1655,7790,57
1655,7791,58
1656,2513,52
1656,2513,56
1656,7597,57
1656,19646,58
1656,25861,56
1657,2513,52
1657,2513,56
1657,2514,55
1657,7595,58
1657,7596,56
1657,7597,57
1658,7793,52
1659,760,52
1660,4197,54
1660,5755,52
1660,5755,54
1660,5755,56
1660,5756,56
1660,5761,54
1660,6359,58
1660,6360,58
1660,7794,55
1660,7795,55
1660,7796,55
1660,7797,57
1660,7798,58
1661,763,52
1661,763,56
1662,763,52
1662,763,54
1662,763,56
1662,8181,58
1662,16804,57
1663,760,52
1664,251,52
1664,396,58
1664,3487,56
1664,7799,56
1664,7800,55
1664,7801,55
1664,7802,55
1664,7803,57
1665,251,52
1665,584,55
1665,3487,56
1665,7824,55
1665,17644,55
1665,17645,57
1665,17646,58
1666,251,52
1667,7793,52
1668,1944,52
1668,1944,56
1669,5698,52
1669,5698,56
1669,5703,54
1669,7804,56
1669,18144,57
1670,1944,52
1671,4197,54
1671,5657,55
1671,5657,56
1671,5755,52
1671,5755,54
1671,5761,54
1671,7805,55
1671,7806,55
1671,7807,57
1672,2513,52
1672,2513,56
1672,2515,57
1672,2516,58
1673,7793,52
1674,7793,52
1675,3883,54
1675,6012,54
1675,7808,52
1675,7809,56
1675,7810,55
1675,7811,55
1675,7812,55
1675,7813,54
1675,7814,57
1676,712,55
1676,7809,56
1676,7815,52
1676,7816,55
1676,7817,55
1676,7818,54
1676,7819,57
1677,5698,52
1677,5698,56
1677,7820,56
1677,7821,56
1677,7822,57
1677,7823,57
1679,7793,52
1680,235,52
1681,251,52
1681,396,58
1681,459,55
1681,536,55
1681,3487,56
1681,7803,57
1681,7824,55
1682,251,52
1682,265,52
1682,330,56
1682,383,58
1682,539,55
1682,7803,57
1682,7825,55
1682,7826,55
1682,7827,55
1683,703,52
1684,703,52
1689,7828,52
1689,7829,55
1689,7830,55
1689,7831,55
1689,7832,55
1690,2898,55
1690,7833,52
1690,7833,56
1690,7834,55
1690,7835,55
1690,7836,55
1691,3191,52
1691,3191,56
1692,3403,54
1692,4644,55
1692,7837,56
1692,7838,52
1692,7838,56
1692,7839,55
1692,7840,55
1692,7841,55
1692,7842,55
1693,7843,52
1693,7844,55
1693,7845,55
1693,7846,55
1693,7847,55
1693,7848,55
1693,23504,54
1694,7849,52
1694,7849,56
1694,7850,55
1694,7851,55
1694,7852,55
1694,7853,55
1695,7854,56
1695,7855,52
1695,7856,55
1695,7857,55
1695,7858,55
1695,7859,55
1695,7860,55
1696,3151,54
1696,4510,52
1696,5208,55
1696,7861,55
1696,7862,55
1696,7863,55
1696,7864,55
1697,5203,54
1697,5204,54
1697,7865,52
1697,7865,56
1697,7866,55
1697,7867,55
1698,7868,52
1699,2264,52
1699,3164,55
1699,4836,58
1699,7869,56
1699,7870,55
1699,7871,55
1699,7872,55
1699,7873,55
1700,26019,54
1701,7874,58
1701,7875,52
1701,7875,56
1701,7876,52
1701,7876,55
1701,24275,55
1702,267,52
1702,4500,54
1703,669,52
1704,2494,57
1704,7114,54
1704,7877,58
1704,7878,56
1704,7879,52
1704,7880,55
1704,7881,55
1704,7882,55
1704,7883,55
1704,7884,55
1705,5380,55
1705,5381,55
1705,7885,58
1705,7886,56
1705,7887,56
1705,7888,56
1705,7889,52
1705,7890,57
1705,7891,54
1705,7892,55
1705,7893,55
1705,7894,55
1706,707,52
1706,2274,58
1706,7895,58
1706,7896,58
1706,7897,56
1706,7898,56
1706,7899,52
1706,7900,57
1706,7901,54
1706,7902,54
1706,7903,54
1706,7904,54
1706,7905,55
1706,7906,55
1706,7907,55
1706,7908,55
1706,7909,55
1707,2395,52
1707,2395,56
1707,2397,56
1707,3160,54
1707,7885,58
1707,7910,57
1707,7911,55
1707,7912,55
1707,7913,55
1707,7914,55
1707,7915,55
1708,1824,57
1708,2185,55
1708,2285,58
1708,3800,52
1708,7916,56
1708,7917,57
1708,7918,54
1708,7919,55
1708,7920,55
1708,7921,55
1708,7922,55
1709,693,57
1709,4457,58
1709,5499,56
1709,7923,56
1709,7924,52
1709,7924,54
1709,7924,55
1709,7925,55
1709,7926,55
1709,7927,55
1709,7928,55
1710,3327,52
1710,3327,54
1710,3512,55
1710,3513,55
1710,7929,58
1710,7930,56
1710,7931,56
1710,7932,55
1710,7933,55
1710,7934,55
1711,1829,56
1711,2307,54
1711,7935,58
1711,7936,52
1711,7937,57
1711,7938,55
1711,7939,55
1711,7940,55
1711,7941,55
1711,7942,55
1712,7943,58
1712,7944,52
1712,7944,56
1712,7944,58
1712,7945,54
1712,7945,56
1712,7946,57
1712,7947,55
1712,7948,55
1712,7949,55
1712,7950,55
1712,7951,55
1713,5606,58
1713,7952,58
1713,7953,56
1713,7954,52
1713,7954,54
1713,7955,55
1713,7956,55
1713,7957,55
1713,7958,55
1713,7959,55
1714,1450,54
1714,7960,58
1714,7961,58
1714,7962,58
1714,7963,58
1714,7964,56
1714,7965,56
1714,7966,52
1714,7966,54
1714,7966,56
1714,7967,56
1714,7968,56
1714,7969,52
1714,7969,54
1714,7970,57
1714,7971,55
1714,7972,55
1714,7973,55
1714,7974,55
1714,7975,55
1715,2152,57
1715,3206,58
1715,7965,56
1715,7966,54
1715,7966,56
1715,7969,52
1715,7972,55
1715,7976,54
1715,7977,55
1715,7978,55
1715,7979,55
1715,7980,55
1716,760,52
1717,7981,52
1717,7981,56
1717,7982,55
1717,7983,55
1717,7984,55
1717,7985,57
1717,7986,58
1718,1996,55
1718,3486,57
1718,7987,52
1718,7987,56
1718,7988,56
1718,7989,56
1718,7990,55
1718,7991,55
1718,7992,54
1718,7993,54
1718,7994,58
1719,7995,52
1719,7995,56
1719,7996,54
1719,7996,56
1719,7997,55
1719,7998,55
1719,7999,55
1719,8000,54
1719,8001,54
1719,8002,54
1719,8003,57
1719,8004,58
1720,7476,52
1720,7525,56
1720,17286,58
1721,3420,57
1721,3507,52
1721,4681,55
1721,4967,54
1721,5502,54
1721,6054,55
1721,8005,56
1721,8006,55
1721,8007,58
1722,2725,52
1722,4767,54
1722,7575,57
1722,8008,56
1722,8009,56
1722,8010,55
1722,8011,55
1722,8012,55
1722,8013,54
1722,8014,54
1722,8015,54
1722,8016,54
1722,8017,54
1722,8018,54
1722,8019,54
1722,8020,58
1722,8021,58
1723,8022,52
1723,8022,56
1723,8023,55
1723,8024,55
1723,8025,55
1723,8026,54
1723,8027,54
1723,8028,54
1723,8029,57
1723,8030,57
1723,8031,57
1723,8032,58
1724,1017,57
1724,1018,52
1724,1081,56
1724,1698,55
1724,1699,55
1724,1700,54
1724,3084,54
1724,8033,55
1724,8034,55
1724,8035,54
1724,8036,54
1724,8038,54
1724,8039,54
1724,8040,54
1724,8041,54
1724,8042,54
1724,8043,54
1724,8044,58
1725,3502,57
1725,3503,58
1725,6828,52
1725,6830,58
1725,8045,55
1725,8046,55
1725,8047,55
1725,8048,54
1726,3077,58
1726,6633,55
1726,7567,57
1726,8049,52
1726,8050,56
1726,8051,54
1726,8051,55
1726,8052,55
1726,8053,54
1726,8054,54
1726,8055,54
1726,8056,54
1726,8057,54
1726,8058,54
1726,8059,54
1726,8060,54
1727,8061,52
1727,8061,56
1727,8062,55
1727,8063,55
1727,8064,55
1727,8065,54
1727,8066,54
1727,8067,54
1727,8068,58
1728,2655,54
1728,2656,57
1728,7259,52
1728,7259,56
1728,7260,54
1728,7999,55
1728,8069,55
1728,8070,55
1728,8071,54
1728,8072,58
1729,995,58
1729,2699,55
1729,3738,55
1729,8073,52
1729,8073,54
1729,8073,56
1729,8074,56
1729,8075,55
1729,8076,57
1730,350,57
1730,894,55
1730,5049,55
1730,8077,52
1730,8077,56
1730,8078,56
1730,8079,56
1730,8080,55
1730,8081,54
1730,8082,54
1730,8083,54
1730,8084,54
1730,8085,54
1730,8086,54
1730,8087,58
1731,2150,52
1731,3175,55
1731,4414,56
1731,5199,58
1731,7006,54
1731,8088,58
1731,8089,56
1731,8090,56
1731,8091,56
1731,8092,56
1731,8093,56
1731,8094,55
1731,8095,55
1731,8096,55
1731,8097,55
1732,8098,58
1732,8099,52
1732,8099,56
1732,8100,57
1732,8101,54
1732,8102,54
1732,8103,54
1732,8104,54
1732,8105,55
1732,8106,55
1732,8107,55
1732,8108,55
1732,8109,55
1733,8110,58
1733,8111,56
1733,8112,52
1733,8113,57
1733,8114,54
1733,8115,55
1733,8116,55
1733,8117,55
1733,8118,55
1733,8119,55
1734,3389,55
1735,688,57
1735,1707,56
1735,1709,55
1735,1712,54
1735,3461,52
1736,688,57
1736,1709,55
1736,1712,54
1736,2467,52
1736,5372,56
1737,6533,58
1737,8120,58
1737,8121,56
1737,8122,52
1737,8123,57
1737,8124,55
1737,8125,55
1737,8126,55
1737,8127,55
1737,8128,55
1738,1245,55
1738,4602,55
1738,6397,54
1738,8129,56
1738,8130,52
1738,8131,57
1738,8132,54
1738,8133,54
1738,8134,55
1738,8135,55
1738,8136,55
1739,380,58
1739,3487,56
1739,7283,57
1739,8137,52
1739,8138,55
1740,380,58
1740,8137,52
1740,8137,56
1740,25628,57
1741,3885,56
1741,4709,58
1741,7404,57
1741,8139,56
1741,8140,52
1741,8141,55
1742,380,58
1742,7440,56
1742,8142,56
1742,8143,52
1742,8144,57
1742,8145,54
1742,8146,55
1743,4696,55
1743,8141,55
1743,8147,56
1743,8148,52
1743,8149,55
1743,8150,55
1745,8142,56
1745,8143,52
1746,8152,56
1746,8153,52
1748,6838,57
1748,8156,58
1748,8157,58
1748,8158,56
1748,8159,52
1748,8160,55
1748,8161,55
1748,8162,55
1748,8163,55
1748,8164,55
1749,1312,54
1749,2261,55
1749,8165,58
1749,8166,56
1749,8167,52
1749,8167,54
1749,8167,56
1749,8168,57
1749,8169,54
1749,8170,54
1749,8171,55
1749,8172,55
1750,2717,55
1750,6661,58
1750,7097,56
1750,8173,56
1750,8174,52
1750,8174,56
1750,8175,57
1750,8176,55
1750,8177,55
1750,8178,55
1750,8179,55
1751,763,52
1751,763,56
1751,1951,55
1751,1951,56
1751,6495,57
1751,8180,58
1751,8181,58
1751,8182,54
1751,8183,54
1751,8184,54
1752,8185,54
1752,8185,58
1752,8186,56
1752,8187,52
1752,8188,57
1752,8189,54
1752,8190,54
1752,8191,55
1752,8192,55
1753,1713,52
1753,8193,58
1753,8194,56
1753,8195,56
1753,8196,57
1754,2875,55
1754,7244,54
1754,7244,57
1754,8197,56
1754,8198,52
1754,8198,56
1754,8199,52
1754,8200,54
1754,8201,54
1754,8202,54
1754,8203,54
1754,8204,55
1754,8205,55
1754,8206,55
1754,8207,55
1755,3713,52
1755,7906,55
1755,8208,58
1755,8209,56
1755,8210,56
1755,8211,57
1755,8212,57
1755,8213,54
1755,8214,55
1755,8215,55
1755,8216,55
1755,8217,55
1756,3974,56
1756,5985,55
1756,8218,58
1756,8219,56
1756,8220,56
1756,8221,56
1756,8222,56
1756,8223,52
1756,8223,54
1756,8223,56
1756,8224,57
1756,8225,55
1756,8226,55
1756,8227,55
1756,8228,55
1757,6455,55
1757,6458,58
1757,6466,55
1757,8229,52
1757,8229,56
1757,8230,57
1757,8231,55
1757,8232,55
1757,8233,55
1758,914,54
1758,2454,55
1758,2549,55
1758,4479,56
1758,8234,58
1758,8235,52
1758,8236,57
1758,8237,54
1758,8238,55
1758,8239,55
1758,8240,55
1759,4349,55
1759,4350,55
1759,8241,58
1759,8242,56
1759,8243,52
1759,8243,56
1759,8244,57
1759,8245,54
1759,8246,54
1759,8247,55
1759,8248,55
1759,8249,55
1760,6631,57
1760,8250,58
1760,8251,52
1760,8251,56
1760,8252,54
1760,8253,55
1760,8254,55
1760,8255,55
1760,8256,55
1760,8257,55
1761,5848,54
1761,8258,58
1761,8259,52
1761,8259,56
1761,8260,54
1761,8261,54
1761,8262,55
1761,8263,55
1761,8264,55
1761,8265,55
1761,8266,55
1761,23760,57
1761,23761,57
1761,23762,57
1762,5725,54
1762,5725,56
1762,8267,58
1762,8268,56
1762,8269,52
1762,8270,57
1762,8271,57
1762,8272,54
1762,8273,54
1762,8274,54
1762,8275,55
1762,8276,55
1762,8277,55
1762,8278,55
1762,8279,55
1763,8280,58
1763,8281,52
1763,8281,56
1763,8282,54
1763,8283,54
1763,8284,55
1763,8285,55
1763,8286,55
1763,8287,55
1763,8288,55
1764,8289,58
1764,8290,52
1764,8290,55
1764,8290,56
1764,8291,52
1764,8291,55
1764,8291,56
1764,8292,52
1764,8292,55
1764,8292,56
1764,8293,54
1764,8294,54
1764,8295,54
1764,8296,54
1764,8297,54
1764,8298,54
1764,8299,55
1764,8300,55
1765,1626,55
1765,2799,55
1765,4355,52
1765,4355,56
1765,6614,55
1765,7449,56
1765,8301,56
1765,8302,56
1765,8303,56
1765,8304,57
1765,8305,54
1765,8306,55
1765,8307,55
1766,8308,52
1766,8308,56
1766,8308,58
1766,8309,57
1766,8310,54
1766,8311,55
1766,8312,55
1766,8313,55
1766,8314,55
1766,8315,55
1767,688,57
1767,1709,55
1767,2766,54
1767,4551,52
1767,5372,56
1767,7020,55
1768,8316,58
1768,8317,52
1768,8317,56
1768,8318,57
1768,8319,54
1768,8320,55
1768,8321,55
1768,8322,55
1768,8323,55
1768,8324,55
1769,8325,58
1769,8326,52
1769,8326,56
1769,8327,52
1769,8327,56
1769,8328,54
1769,8329,54
1769,8329,55
1769,8330,55
1769,8331,55
1769,8332,55
1769,8333,55
1769,25488,57
1771,954,52
1771,8345,57
1772,954,52
1772,8334,56
1772,8334,57
1772,8335,55
1772,8336,55
1772,23700,57
1773,954,52
1773,8334,56
1773,8334,57
1773,23700,57
1775,953,58
1775,954,52
1775,954,56
1775,8338,55
1775,8339,55
1775,8340,55
1775,8341,55
1775,8342,55
1775,8349,57
1775,23701,54
1775,23702,57
1776,953,58
1776,954,52
1776,954,58
1776,8343,56
1776,8344,56
1776,8345,57
1776,8346,55
1776,8347,55
1776,8348,55
1777,954,52
1777,8343,56
1777,8344,56
1777,8346,55
1777,8349,57
1777,8350,55
1777,8351,55
1779,954,52
1779,8343,56
1779,8344,56
1779,8353,57
1779,8354,55
1780,954,52
1780,8343,56
1780,8344,56
1780,8355,55
1780,8356,55
1780,8357,55
1780,23700,57
1781,8358,52
1781,8358,56
1781,8359,55
1781,8360,55
1781,8361,55
1781,8362,54
1781,8363,54
1781,8364,54
1781,8365,54
1781,8366,54
1781,8367,54
1781,8368,57
1781,8369,58
1782,339,57
1782,438,54
1782,8370,52
1782,8370,56
1782,8371,55
1782,8372,55
1782,8373,55
1782,8374,54
1782,8375,54
1782,8376,54
1782,8377,58
1783,2277,52
1783,2277,54
1783,2277,56
1783,5903,52
1783,5903,54
1783,5903,56
1783,5905,55
1783,6341,54
1783,8378,55
1783,8379,55
1783,8380,58
1783,25294,57
1784,8381,52
1784,8381,56
1784,8382,55
1784,8383,55
1784,8385,55
1784,8386,54
1784,8387,54
1784,8388,54
1784,8389,54
1784,8390,54
1784,8391,54
1784,8392,54
1784,8393,54
1784,8394,54
1784,8395,57
1784,8396,58
1785,4275,52
1786,1796,56
1786,2432,52
1786,2439,57
1786,6735,58
1786,6931,55
1786,8397,56
1786,8398,55
1786,8399,55
1786,8400,54
1787,798,55
1787,1017,57
1787,1018,52
1787,1522,54
1787,1698,55
1787,1791,55
1787,4823,58
1787,5849,54
1787,6635,54
1787,8401,54
1787,8401,56
1787,8402,54
1787,8402,56
1787,8404,54
1787,8405,54
1787,8406,54
1787,8407,54
1788,1733,52
1788,1734,52
1789,365,57
1789,899,52
1789,899,56
1789,1035,55
1789,1217,54
1789,8408,56
1789,8409,55
1789,8410,55
1789,8411,54
1789,8412,54
1789,8413,58
1789,24105,57
1789,24106,57
1789,24107,57
1790,5698,52
1790,5698,56
1790,5699,56
1790,5704,57
1791,914,56
1791,3895,56
1791,3898,55
1791,3899,55
1791,8414,52
1791,8415,52
1791,8415,57
1791,8416,55
1791,8417,54
1791,8418,54
1791,8419,54
1791,8420,54
1791,8421,54
1791,8422,57
1792,3898,55
1792,3899,55
1792,8414,52
1792,8415,52
1792,8415,56
1792,8415,57
1792,8416,55
1792,8417,54
1792,8418,54
1792,8419,54
1792,8420,54
1792,8421,54
1792,8422,57
1792,8423,56
1793,914,54
1793,3893,52
1793,3896,52
1793,3896,54
1793,3897,57
1793,3898,55
1793,3899,55
1793,8414,52
1793,8415,52
1793,8416,55
1793,8424,56
1793,8425,56
1793,8426,54
1793,8427,54
1793,8428,54
1794,914,54
1794,3893,52
1794,3896,52
1794,3896,54
1794,3897,57
1794,3898,55
1794,3899,55
1794,8414,52
1794,8415,52
1794,8415,56
1794,8416,55
1794,8426,54
1794,8427,54
1794,8428,54
1795,914,54
1795,3893,52
1795,3896,52
1795,3896,54
1795,3897,57
1795,3898,55
1795,3899,55
1795,8414,52
1795,8415,52
1795,8416,55
1795,8426,54
1795,8427,54
1795,8428,54
1795,8429,56
1795,8430,56
1797,1874,52
1797,1874,56
1797,1876,56
1797,1877,58
1797,1878,58
1797,3195,55
1797,5694,55
1797,8434,55
1797,8435,57
1798,1222,57
1798,1874,52
1798,1874,56
1798,1876,56
1798,1877,58
1798,5694,55
1798,5833,54
1798,8436,55
1798,8437,55
1800,2527,56
1800,6223,52
1800,6223,56
1800,8438,58
1800,8439,56
1800,8440,57
1800,8441,57
1800,8442,54
1800,8443,55
1800,8444,55
1801,4565,52
1801,4565,56
1801,4566,56
1801,4568,55
1801,4569,55
1801,8445,58
1801,8446,57
1801,8447,54
1801,8448,55
1801,8449,55
1801,8450,55
1802,8451,58
1802,8452,52
1802,8452,56
1802,8453,54
1802,8454,55
1802,8455,55
1802,8456,55
1802,8457,55
1802,8458,55
1803,703,52
1803,703,54
1803,703,56
1803,704,55
1803,705,55
1803,8459,58
1803,8460,58
1803,8461,57
1803,8462,57
1803,8463,57
1803,8464,55
1803,8465,55
1803,8466,55
1804,703,52
1804,703,54
1804,703,55
1804,703,56
1805,3180,52
1805,3180,56
1806,8467,58
1806,8468,52
1806,8468,54
1806,8468,56
1806,8469,57
1806,8470,55
1806,8471,55
1806,8472,55
1806,8473,55
1806,8474,55
1807,3751,57
1807,5148,58
1807,7188,55
1807,8475,56
1807,8476,56
1807,8477,52
1807,8478,54
1807,8479,54
1807,8480,55
1807,8481,55
1807,8482,55
1807,8483,55
1807,23500,57
1807,23501,57
1808,5933,54
1808,8484,58
1808,8485,56
1808,8486,52
1808,8486,56
1808,8487,57
1808,8488,57
1808,8489,54
1808,8490,54
1808,8491,54
1808,8492,55
1808,8493,55
1808,8494,55
1808,8495,55
1808,8496,55
1809,8497,58
1809,8498,56
1809,8499,52
1809,8499,56
1809,8499,57
1809,8500,57
1809,8501,54
1809,8502,54
1809,8503,54
1809,8504,54
1809,8505,54
1809,8506,55
1809,8507,55
1809,8508,55
1809,8509,55
1809,8510,55
1810,1017,57
1810,1018,52
1810,1042,55
1810,1081,56
1810,1699,55
1810,1700,54
1810,3088,55
1810,8044,58
1810,8511,54
1810,8512,54
1810,8513,55
1810,8514,55
1811,8515,58
1811,8516,52
1811,8516,56
1811,8517,56
1811,8518,57
1811,8519,57
1811,8520,54
1811,8521,54
1811,8522,54
1811,8523,54
1811,8524,55
1811,8525,55
1811,8526,55
1811,8527,55
1811,8528,55
1812,3448,57
1812,3718,55
1812,7688,52
1812,7688,56
1812,7688,58
1812,7689,52
1812,7689,56
1812,8529,54
1812,8530,54
1812,8531,55
1812,8532,55
1812,8533,55
1812,8534,55
1813,2261,55
1813,3395,55
1813,4027,54
1813,4504,56
1813,5947,55
1813,8535,58
1813,8536,56
1813,8537,56
1813,8538,56
1813,8539,52
1813,8539,54
1813,8540,57
1813,8541,54
1813,8542,55
