FilmID,PersonID,RoleID
198,924,58
198,925,56
198,926,56
198,927,52
198,928,54
198,929,54
198,931,55
198,932,55
199,933,58
199,934,56
199,935,56
199,936,56
199,937,52
199,937,54
199,937,56
199,938,57
199,939,55
200,940,52
200,941,57
200,942,54
200,943,55
201,944,52
201,944,56
201,944,58
202,945,58
202,946,52
202,946,54
202,946,56
202,947,54
202,948,55
203,949,58
203,950,52
203,950,54
203,950,55
203,950,56
203,951,57
203,952,55
204,953,58
204,954,52
204,954,54
204,954,56
204,955,57
204,956,55
204,957,55
205,958,54
205,958,56
205,959,52
205,959,54
205,959,56
205,960,54
205,961,55
205,962,57
206,963,58
206,964,52
206,964,56
206,965,52
206,965,56
206,966,57
206,967,57
206,968,57
206,969,54
206,970,54
206,971,54
206,972,55
206,973,55
207,974,52
207,974,54
207,975,57
208,976,52
208,977,57
209,978,52
209,978,56
209,978,58
209,979,52
209,979,56
209,979,58
209,980,57
209,981,55
210,976,52
210,982,57
210,983,54
211,984,58
211,985,58
211,986,58
211,987,52
211,987,55
211,988,54
211,989,57
212,987,52
212,987,55
212,988,54
212,989,57
212,991,52
212,992,58
212,993,58
212,994,52
213,995,58
213,996,56
213,997,56
213,998,56
213,999,52
213,1000,52
213,1000,54
213,1001,57
213,1002,55
213,1003,55
214,1004,58
214,1006,56
214,1007,56
214,1008,54
214,1008,56
214,1009,52
214,1010,57
214,1011,54
214,1012,54
214,1013,55
214,1014,55
215,796,56
215,1015,58
215,1016,52
215,1017,55
215,1017,57
215,1018,54
215,1019,55
215,1020,55
216,1021,58
216,1022,56
216,1023,56
216,1024,56
216,1025,52
216,1026,57
216,1027,54
216,1028,55
216,1029,55
216,1030,55
216,1031,55
216,1032,55
216,1033,55
217,899,52
217,899,54
217,899,56
217,1034,58
217,1035,56
217,1036,57
217,1037,55
217,1038,55
217,1039,55
218,769,52
218,769,56
218,770,57
218,1040,58
218,1041,54
218,1042,55
218,1043,55
219,1044,58
219,1045,52
219,1045,55
219,1045,56
219,1046,56
219,1047,55
219,1047,56
219,1048,56
219,1049,57
219,1050,57
219,1051,54
219,1052,55
221,367,57
221,1058,56
221,1059,52
221,1060,52
221,1061,54
221,1062,54
221,1063,55
222,1064,52
222,1064,54
222,1064,58
222,1065,57
222,1066,56
222,1067,54
222,1068,55
222,1069,55
222,1070,55
223,1071,58
223,1072,56
223,1073,56
223,1074,52
223,1074,56
223,1075,52
223,1076,57
223,1077,54
223,1077,55
223,1078,54
223,1079,55
223,1080,55
224,796,56
224,1015,58
224,1017,57
224,1018,52
224,1018,54
224,1081,56
224,1082,56
224,1083,52
224,1084,54
224,1698,55
224,1699,55
224,10977,55
225,1015,58
225,1016,52
225,1016,54
225,1016,56
225,1085,57
225,1086,54
225,1087,54
225,1088,55
225,1089,55
225,1090,55
225,1091,55
226,838,58
226,1092,52
226,1092,56
226,1093,57
226,1094,54
226,1095,55
226,1096,55
227,1098,58
227,1099,56
227,1100,52
227,1101,57
227,1102,54
227,1103,55
227,1104,55
228,1097,52
229,1105,58
229,1106,52
229,1106,56
229,1107,54
229,1108,54
229,1109,55
229,1110,55
229,1111,55
229,17542,57
230,1112,52
230,1112,56
230,1113,58
230,1114,54
230,1115,55
231,1116,58
231,1117,52
231,1117,56
231,1118,57
231,1119,55
231,1120,55
232,1121,58
232,1122,56
232,1123,52
232,1124,57
232,1125,54
232,1126,55
232,1127,55
233,1128,58
233,1129,52
233,1129,56
233,1130,56
233,1131,57
233,1132,54
233,1133,54
233,1134,55
233,1135,55
233,1136,55
233,1137,55
233,1138,55
234,1139,58
234,1140,56
234,1141,52
234,1142,54
234,1143,54
234,1144,54
234,1145,54
234,1146,54
234,1147,55
234,1148,55
235,831,55
235,912,54
235,1088,55
235,1149,58
235,1150,56
235,1152,52
235,1153,57
235,1154,57
235,1155,54
235,1157,55
235,1158,55
235,1159,55
236,1160,58
236,1161,56
236,1162,52
236,1163,57
236,1164,54
236,1165,55
236,1166,55
236,1167,55
237,1039,54
237,1151,52
237,1168,56
237,1169,54
237,1170,54
237,1171,55
237,1173,55
237,5276,55
237,17548,57
238,904,55
238,1039,55
238,1169,54
238,1170,54
238,1174,56
238,1175,52
239,1039,55
239,1169,54
239,1170,54
239,1177,56
239,1178,52
239,1179,54
239,1180,55
240,1169,54
240,1170,54
240,1174,56
240,1181,56
240,1182,56
240,1183,52
240,1184,55
240,1185,55
241,1186,52
241,1186,54
241,1186,58
241,1187,55
241,2433,54
241,5257,55
241,5258,55
241,23962,57
242,1039,54
242,1188,56
242,1189,52
242,1190,55
242,1191,55
242,5751,57
242,25290,56
243,1192,58
243,1193,52
243,1193,56
243,1194,57
243,1195,54
243,1196,54
243,1197,55
243,1198,55
243,1199,55
244,1200,58
244,1201,52
244,1201,54
244,1201,56
244,1202,57
244,1203,55
244,1204,55
244,1205,55
245,1206,58
245,1207,52
245,1208,56
245,1209,57
245,1210,54
245,24115,55
245,24116,55
245,24117,55
246,1211,58
246,1212,52
246,1212,56
246,1213,56
246,1214,56
246,1215,55
246,1215,57
246,1216,54
246,1217,54
246,1218,55
246,1219,55
246,1220,55
247,217,52
247,547,55
247,1221,56
247,1222,56
247,1223,56
247,1224,57
247,1225,54
247,1226,54
247,1227,55
247,1228,55
248,339,57
248,438,54
248,1229,58
248,1230,52
248,1230,56
248,1231,56
248,1232,54
248,1233,55
248,1234,55
248,1235,55
249,627,55
249,1236,58
249,1237,52
249,1237,56
249,1237,57
249,1238,56
249,1239,54
249,1240,54
249,1241,55
250,833,52
250,833,56
250,835,54
250,1017,57
250,1242,58
250,1243,54
250,1244,55
250,1245,55
252,1246,52
252,1246,56
252,1247,56
252,1248,55
252,25495,55
252,25496,54
253,696,55
253,1212,52
253,1212,56
253,1249,58
253,1250,57
253,1251,54
253,1252,55
254,1253,58
254,1254,56
254,1255,52
254,1256,57
254,1257,54
254,1259,54
254,1260,55
254,1261,55
256,1268,58
256,1269,56
256,1270,56
256,1271,52
256,1272,57
256,1273,54
256,1274,54
256,1275,54
256,1276,54
256,1277,55
256,1278,55
257,355,57
257,1222,56
257,1279,52
257,1279,56
257,1280,52
257,1280,56
257,1281,54
257,1282,55
257,1283,55
257,1284,55
258,769,52
258,769,56
258,770,57
258,1040,58
258,1041,54
258,1287,55
258,1288,55
258,1289,55
258,1290,55
258,1291,55
259,582,55
259,1292,52
259,1292,56
259,1293,56
259,1293,57
259,1294,56
259,1295,57
259,1296,54
259,1297,54
259,1298,54
259,1299,54
259,1300,55
259,1301,55
260,870,52
260,870,56
260,1302,58
260,1303,57
260,1304,54
260,1305,54
260,1306,55
260,1307,55
261,1186,52
261,1308,58
261,1309,55
261,1310,55
262,1311,58
262,1312,56
262,1313,52
262,1314,57
262,1315,54
262,1316,55
262,1317,55
262,1318,55
263,1319,58
263,1320,52
263,1320,56
263,1321,56
263,1322,57
263,1323,54
263,1324,55
263,1325,55
264,1112,52
264,1112,54
264,1112,56
264,1326,58
264,1327,54
264,1328,54
264,1329,55
264,1330,55
264,1331,55
265,769,52
265,769,56
265,770,57
265,1040,58
265,1041,54
265,1332,55
265,1333,55
265,1334,55
265,1335,55
265,1336,55
265,1337,55
266,1338,58
266,1339,54
266,1339,56
266,1340,52
266,1341,57
266,1342,57
266,1343,55
266,1344,55
266,1345,55
267,1185,55
267,1346,57
267,1347,56
267,1348,56
267,1349,52
267,1350,54
267,1351,55
267,1352,55
268,1353,58
268,1354,52
268,1354,54
268,1354,56
268,1355,57
268,1356,54
268,1357,54
268,1358,54
268,1359,54
268,1360,55
268,1361,55
268,1362,55
268,1363,55
268,11837,55
269,1364,58
269,1365,52
269,1365,54
269,1365,56
269,1366,57
269,1367,54
269,1368,55
269,1369,55
270,1370,58
270,1371,56
270,1372,52
270,1373,57
270,1374,54
270,1375,55
270,1376,55
270,1377,55
271,968,58
271,1106,52
271,1106,56
271,1107,54
271,1379,55
271,1380,55
271,1381,55
272,1382,58
272,1383,56
272,1384,52
272,1385,57
272,1386,54
272,1387,55
272,1388,55
272,1389,55
272,4303,54
272,4528,54
272,4529,54
272,4530,54
273,1390,58
273,1391,56
273,1392,52
273,1393,57
273,1394,57
273,1395,54
273,1396,54
273,1397,54
273,1398,55
273,1399,55
274,1400,58
274,1401,52
274,1401,56
274,1402,56
274,1403,57
274,1404,54
274,1405,55
274,1406,55
275,1407,52
275,1407,54
275,1407,56
275,1407,58
275,1408,57
275,1409,54
275,1410,55
275,1411,55
276,898,56
276,1412,58
276,1413,52
276,1414,57
276,1415,54
276,1416,54
276,1417,54
276,1418,55
276,1419,55
276,1420,55
277,898,56
277,1415,54
277,1416,54
277,1417,54
277,1419,55
277,1420,55
277,1421,52
277,1422,58
277,1423,57
277,1424,55
278,898,56
278,1415,54
278,1416,54
278,1417,54
278,1425,58
278,1426,52
278,1427,57
278,1428,55
278,1429,55
279,1430,58
279,1431,58
279,1432,56
279,1433,56
279,1434,52
279,1435,57
279,1436,54
279,1437,55
279,1438,55
280,1439,58
280,1440,52
280,1440,54
280,1440,55
280,1440,56
280,1441,57
280,1442,54
280,1443,54
280,1444,55
281,1445,58
281,1446,56
281,1447,56
281,1448,52
281,1449,57
281,1450,54
281,1451,55
281,1452,55
282,1453,58
282,1454,54
282,1454,56
282,1455,52
282,1455,54
282,1455,56
282,1456,57
282,1457,57
282,1458,54
282,1459,55
282,1460,55
283,1461,58
283,1462,54
283,1462,58
283,1463,52
283,1463,54
283,1463,56
283,1464,54
283,1464,57
283,1465,55
283,1466,55
284,1212,52
284,1212,56
284,1250,57
284,1467,58
284,1468,56
284,1469,54
284,1470,55
284,1471,55
285,1472,58
285,1473,56
285,1474,52
285,1475,57
285,1476,55
285,1477,55
286,1478,58
286,1479,52
286,1479,56
286,1480,52
286,1481,57
286,1482,54
286,1483,54
286,1484,55
286,1485,55
287,1486,52
287,1486,54
287,1486,56
287,1486,58
287,1487,57
287,1488,58
287,1489,55
287,1490,55
288,1202,57
288,1491,56
288,1492,52
288,1492,54
288,1492,56
288,1493,56
288,1494,58
288,1495,57
288,1496,55
288,1497,55
289,1498,58
289,1499,56
289,1500,56
289,1501,52
289,1502,57
289,1503,54
289,1504,54
289,1505,54
289,1506,55
289,1507,55
289,1508,55
290,1509,58
290,1510,52
290,1510,54
290,1510,56
290,1511,57
290,1512,54
290,1513,54
290,1514,54
290,1515,54
290,1516,55
290,1517,55
290,1518,55
290,1519,55
291,1084,54
291,1194,57
291,1478,58
291,1520,52
291,1520,54
291,1520,56
291,1521,56
291,1522,54
291,1523,54
291,1524,55
291,1525,55
291,1526,55
292,1527,58
292,1528,52
292,1528,56
292,1529,57
292,1530,54
292,1531,55
292,1532,55
293,1533,58
293,1534,52
293,1534,56
293,1535,56
293,1536,57
293,1537,54
293,1538,55
293,1539,55
294,1540,58
294,1541,54
294,1541,56
294,1542,56
294,1543,52
294,1544,57
294,1545,55
294,1546,55
295,1547,52
295,1547,56
295,1548,55
295,1549,55
296,1550,58
296,1551,56
296,1552,56
296,1553,52
296,1553,54
296,1554,57
296,1555,54
296,1556,55
296,1557,55
296,1558,55
296,1559,55
296,1560,55
297,1561,58
297,1562,58
297,1563,56
297,1564,56
297,1565,52
297,1566,57
297,1567,54
297,1568,55
297,1569,55
297,1570,55
297,1571,55
297,1572,55
298,1573,52
298,1573,54
298,1574,55
298,1575,55
298,1576,55
298,1577,55
298,1578,55
299,1579,58
299,1580,58
299,1581,56
299,1582,56
299,1583,56
299,1584,52
299,1585,57
299,1586,54
299,1587,55
299,1588,55
299,1589,55
299,1590,55
299,1591,55
300,267,54
300,268,52
300,325,56
300,1592,56
300,1593,56
300,1594,52
300,1595,52
300,1596,57
300,1597,55
300,1598,55
300,1599,55
300,1600,55
300,1601,55
301,1602,54
301,1602,56
301,1603,56
301,1604,56
301,1605,52
301,1606,55
301,1607,55
301,1608,55
301,1609,55
301,1610,55
302,1611,58
302,1612,52
302,1612,54
302,1612,56
302,1613,57
302,1614,55
302,1615,55
302,1616,55
302,1617,55
302,1618,55
303,1619,55
303,1619,56
303,1620,52
303,1620,54
303,1621,57
303,1622,54
303,1623,54
303,1624,55
303,1625,55
303,1626,55
303,1627,55
304,1218,55
304,1628,58
304,1629,58
304,1630,52
304,1630,56
304,1631,52
304,1631,56
304,1632,56
304,1633,55
304,1633,56
304,1634,57
304,1635,55
304,1636,55
304,1637,55
305,1638,58
305,1639,56
305,1640,52
305,1641,57
305,1642,57
305,1643,54
305,1644,55
305,1645,55
305,1646,55
305,1647,55
305,1648,55
306,1641,57
306,1649,52
306,1649,56
306,1650,54
306,1651,55
306,1652,55
306,1653,55
306,1654,55
306,1655,55
307,1656,58
307,1657,56
307,1658,57
307,1659,54
307,1660,55
307,1661,55
307,1662,55
307,1663,55
307,1664,55
307,10469,52
309,1665,52
309,1666,52
309,1667,56
309,1668,57
309,1669,54
309,1670,55
309,1671,55
309,1672,55
309,1673,55
309,1674,55
310,870,52
310,1352,55
310,1675,58
310,1676,56
310,1677,57
310,1678,54
310,1679,55
310,1680,55
310,1681,55
310,1682,55
311,1683,58
311,1684,56
311,1685,52
311,1686,57
311,1687,55
311,1688,55
311,1689,55
311,1690,55
311,1691,55
312,185,56
312,1017,57
312,1018,52
312,1300,55
312,1692,54
312,1693,54
312,1694,54
312,1696,58
312,1697,55
312,1698,55
312,1699,55
312,1700,54
312,1701,55
313,1702,52
313,1702,58
313,1703,52
313,1704,55
314,688,57
314,1705,52
314,1706,52
314,1707,56
314,1709,55
314,1710,55
314,1711,55
314,1712,54
315,1714,58
315,1715,58
315,1716,56
315,1718,56
315,1720,52
315,1721,57
315,1723,55
315,1725,55
315,1727,55
315,1729,55
315,1731,55
316,1713,52
316,1713,56
316,1717,56
316,1719,57
316,1722,58
316,1724,55
316,1726,55
316,1728,55
316,1730,55
316,1732,55
318,1733,52
318,1734,52
318,1735,56
318,1736,58
318,1737,55
318,1738,55
318,1739,55
318,1740,55
318,1741,55
319,914,52
319,1742,58
319,1743,56
319,1744,57
319,1745,54
319,1746,55
319,1747,55
320,425,57
320,1748,58
320,1749,52
320,1749,54
320,1749,56
320,1750,54
320,1751,54
320,1752,55
320,1753,55
321,1754,58
321,1755,52
321,1755,56
321,1756,57
321,1757,54
321,1758,55
321,1759,55
322,1178,52
322,1626,57
322,1760,58
322,1761,56
322,1763,54
322,1764,55
322,1765,55
323,1766,52
323,1767,55
323,1768,55
323,1769,55
323,23504,54
324,1770,56
324,1771,58
324,1772,57
324,1773,54
324,1774,54
324,1775,55
324,1776,55
324,5691,52
325,1777,56
325,1778,52
325,1779,52
325,1780,57
325,1781,54
325,1782,55
325,1783,55
326,1775,55
326,1784,52
326,1785,58
326,1786,57
326,1787,54
326,1788,55
326,1789,55
326,1790,55
326,6825,56
327,1020,55
327,1244,54
327,1244,55
327,1791,55
327,1807,58
327,1808,56
